obcina,leto,delez_migrantov,delez_migrantov_moski,delez_migrantov_zenske,delez_lokalnih_delavcev,delez_lokalnih_delavcev_moski,delez_lokalnih_delavcev_zenske
Kranjska Gora,2017,63.1,67.3,58.4,36.9,32.7,41.6
Kranjska Gora,2018,62.3,66.2,57.9,37.7,33.8,42.1
Kranjska Gora,2019,62.8,65.9,59.4,37.2,34.1,40.6
Križevci,2000,70.0,70.7,69.0,30.0,29.3,31.0
Križevci,2001,70.2,71.7,68.4,29.8,28.3,31.6
Križevci,2002,70.2,71.8,68.2,29.8,28.2,31.8
Križevci,2003,71.6,73.0,69.8,28.4,27.0,30.2
Križevci,2004,73.9,73.9,73.8,26.1,26.1,26.2
Križevci,2005,75.3,74.8,76.0,24.7,25.2,24.0
Križevci,2006,75.3,74.7,76.0,24.7,25.3,24.0
Križevci,2007,75.3,73.7,77.3,24.7,26.3,22.7
Križevci,2008,75.0,73.9,76.3,25.0,26.1,23.7
Križevci,2009,73.0,72.2,74.1,27.0,27.8,25.9
Križevci,2010,72.5,73.0,71.8,27.5,27.0,28.2
Križevci,2011,72.0,72.4,71.5,28.0,27.6,28.5
Križevci,2012,74.0,74.8,73.1,26.0,25.2,26.9
Križevci,2013,74.5,75.1,73.8,25.5,24.9,26.2
Križevci,2014,73.3,74.3,71.8,26.7,25.7,28.2
Križevci,2015,73.6,75.4,71.2,26.4,24.6,28.8
Križevci,2016,74.4,75.5,72.9,25.6,24.5,27.1
Križevci,2017,74.6,75.8,72.9,25.4,24.2,27.1
Križevci,2018,79.2,82.5,74.8,20.8,17.5,25.2
Križevci,2019,76.7,77.2,76.1,23.3,22.8,23.9
Krško,2000,25.3,24.8,26.0,74.7,75.2,74.0
Krško,2001,26.7,26.0,27.6,73.3,74.0,72.4
Krško,2002,28.6,28.5,28.6,71.4,71.5,71.4
Krško,2003,30.8,30.7,31.0,69.2,69.3,69.0
Krško,2004,33.5,33.4,33.8,66.5,66.6,66.2
Krško,2005,35.2,35.3,35.0,64.8,64.7,65.0
Krško,2006,36.8,37.4,36.1,63.2,62.6,63.9
Krško,2007,40.1,37.9,43.2,59.9,62.1,56.8
Krško,2008,40.2,37.9,43.6,59.8,62.1,56.4
Krško,2009,40.1,37.4,44.0,59.9,62.6,56.0
Krško,2010,42.2,40.5,44.5,57.8,59.5,55.5
Krško,2011,42.0,39.6,45.1,58.0,60.4,54.9
Krško,2012,42.7,40.4,45.7,57.3,59.6,54.3
Krško,2013,43.9,41.9,46.6,56.1,58.1,53.4
Krško,2014,44.9,43.3,47.0,55.1,56.7,53.0
Krško,2015,45.3,44.0,47.0,54.7,56.0,53.0
Krško,2016,45.6,44.1,47.6,54.4,55.9,52.4
Krško,2017,46.5,44.8,48.8,53.5,55.2,51.2
Krško,2018,47.1,45.3,49.5,52.9,54.7,50.5
Krško,2019,47.3,45.5,49.7,52.7,54.5,50.3
Kungota,2000,81.4,80.0,83.4,18.6,20.0,16.6
Kungota,2001,82.2,81.3,83.4,17.8,18.7,16.6
Kungota,2002,80.4,80.2,80.8,19.6,19.8,19.2
Kungota,2003,81.2,80.0,82.9,18.8,20.0,17.1
Kungota,2004,82.3,81.2,84.0,17.7,18.8,16.0
Kungota,2005,81.4,79.8,83.7,18.6,20.2,16.3
Kungota,2006,81.8,80.2,83.9,18.3,19.8,16.1
Kungota,2007,81.7,80.2,83.7,18.3,19.8,16.3
Kungota,2008,80.7,78.4,83.8,19.3,21.6,16.2
Kungota,2009,80.3,78.0,83.2,19.7,22.0,16.8
Kungota,2010,82.0,79.3,85.0,18.0,20.7,15.0
Kungota,2011,80.8,77.2,84.9,19.2,22.8,15.1
Kungota,2012,80.5,77.8,83.5,19.5,22.2,16.5
Kungota,2013,79.5,76.6,82.5,20.5,23.4,17.5
Kungota,2014,78.8,76.5,81.4,21.2,23.5,18.6
Kungota,2015,80.1,78.5,81.9,19.9,21.5,18.1
Kungota,2016,79.6,77.4,82.1,20.4,22.6,17.9
Kungota,2017,80.2,78.1,82.5,19.8,21.9,17.5
Kungota,2018,79.8,77.0,82.9,20.2,23.0,17.1
Kungota,2019,80.4,77.9,83.3,19.6,22.1,16.7
Kuzma,2000,79.3,81.8,75.9,20.7,18.2,24.1
Kuzma,2001,79.4,82.2,75.7,20.6,17.8,24.3
Kuzma,2002,78.7,80.6,76.2,21.3,19.4,23.8
Kuzma,2003,79.7,80.2,79.0,20.3,19.8,21.0
Kuzma,2004,78.8,79.9,77.2,21.2,20.1,22.8
Kuzma,2005,79.1,78.2,80.3,20.9,21.8,19.7
Kuzma,2006,77.5,78.0,76.7,22.5,22.0,23.3
Kuzma,2007,80.3,81.3,78.9,19.7,18.8,21.1
Kuzma,2008,77.3,76.7,78.3,22.7,23.3,21.7
Kuzma,2009,73.3,75.9,69.8,26.7,24.1,30.2
Kuzma,2010,69.1,71.7,65.4,30.9,28.3,34.6
Kuzma,2011,72.2,76.1,67.8,27.8,23.9,32.2
Kuzma,2012,71.0,73.0,68.6,29.0,27.0,31.4
Kuzma,2013,67.9,71.9,62.9,32.1,28.1,37.1
Kuzma,2014,66.8,73.0,59.7,33.2,27.0,40.3
Kuzma,2015,67.6,72.7,61.5,32.4,27.3,38.5
Kuzma,2016,68.8,75.2,60.9,31.2,24.8,39.1
Kuzma,2017,70.7,76.9,63.5,29.3,23.1,36.5
Kuzma,2018,70.7,75.7,65.8,29.3,24.3,34.2
Kuzma,2019,72.3,76.9,67.7,27.7,23.1,32.3
Laško,2000,43.6,45.6,41.0,56.4,54.4,59.0
Laško,2001,44.1,46.2,41.2,55.9,53.8,58.8
Laško,2002,44.8,47.2,41.6,55.2,52.8,58.4
Laško,2003,45.9,48.8,42.1,54.1,51.2,57.9
Laško,2004,48.0,51.2,43.8,52.0,48.8,56.2
Laško,2005,49.3,52.0,45.7,50.7,48.0,54.3
Laško,2006,50.5,53.2,47.1,49.5,46.8,52.9
Laško,2007,51.4,53.9,48.2,48.6,46.1,51.8
Laško,2008,52.3,55.0,48.8,47.7,45.0,51.2
Laško,2009,52.7,55.6,49.1,47.3,44.4,50.9
Laško,2010,52.7,55.4,49.4,47.3,44.6,50.6
Laško,2011,53.3,56.4,49.6,46.7,43.6,50.4
Laško,2012,53.0,55.9,49.6,47.0,44.1,50.4
Laško,2013,52.5,54.9,49.7,47.5,45.1,50.3
Laško,2014,54.2,56.8,50.9,45.8,43.2,49.1
Laško,2015,56.0,59.6,51.7,44.0,40.4,48.3
Laško,2016,58.8,62.0,55.0,41.2,38.0,45.0
Laško,2017,60.6,63.5,57.2,39.4,36.5,42.8
Laško,2018,62.0,64.4,59.1,38.0,35.6,40.9
Laško,2019,62.8,65.4,59.6,37.2,34.6,40.4
Lenart,2000,49.1,56.4,40.1,50.9,43.6,59.9
Lenart,2001,49.2,57.4,39.3,50.8,42.6,60.7
Lenart,2002,50.5,58.4,41.0,49.5,41.6,59.0
Lenart,2003,51.0,59.0,41.3,49.0,41.0,58.7
Lenart,2004,52.9,60.8,43.1,47.1,39.2,56.9
Lenart,2005,53.8,61.2,44.4,46.2,38.8,55.6
Lenart,2006,53.9,60.5,45.6,46.1,39.5,54.4
Lenart,2007,56.6,62.4,49.7,43.4,37.6,50.3
Lenart,2008,57.3,62.3,51.4,42.7,37.7,48.6
Lenart,2009,55.2,59.4,50.3,44.8,40.6,49.7
Lenart,2010,56.3,60.8,51.0,43.8,39.2,49.0
Lenart,2011,56.6,60.4,52.4,43.4,39.6,47.6
Lenart,2012,57.9,63.0,52.3,42.1,37.0,47.7
Lenart,2013,58.5,62.8,53.8,41.5,37.2,46.2
Lenart,2014,60.4,63.5,57.0,39.6,36.5,43.0
Lenart,2015,60.2,62.5,57.7,39.8,37.5,42.3
Lenart,2016,61.8,64.2,59.3,38.2,35.8,40.7
Lenart,2017,62.3,65.1,59.5,37.7,34.9,40.5
Lenart,2018,64.4,67.5,61.2,35.6,32.5,38.8
Lenart,2019,66.6,69.5,63.5,33.4,30.5,36.5
Lendava/Lendva,2000,23.3,21.0,26.0,76.7,79.0,74.0
Lendava/Lendva,2001,25.0,21.5,29.1,75.0,78.5,70.9
Lendava/Lendva,2002,28.3,22.0,35.8,71.7,78.0,64.2
Lendava/Lendva,2003,29.0,23.5,35.6,71.0,76.5,64.4
Lendava/Lendva,2004,28.2,24.1,33.3,71.8,75.9,66.7
Lendava/Lendva,2005,32.7,30.1,36.0,67.3,69.9,64.0
Lendava/Lendva,2006,33.7,31.1,37.2,66.3,68.9,62.8
Lendava/Lendva,2007,35.1,32.3,39.0,64.9,67.7,61.0
Lendava/Lendva,2008,36.4,33.6,40.1,63.6,66.4,59.9
Lendava/Lendva,2009,34.6,33.9,35.6,65.4,66.1,64.4
Lendava/Lendva,2010,40.2,39.3,41.3,59.8,60.7,58.7
Lendava/Lendva,2011,41.6,40.6,42.8,58.4,59.4,57.2
Lendava/Lendva,2012,41.6,41.3,41.9,58.4,58.7,58.1
Lendava/Lendva,2013,42.5,42.1,43.0,57.5,57.9,57.0
Lendava/Lendva,2014,43.6,43.8,43.2,56.4,56.2,56.8
Lendava/Lendva,2015,44.7,45.5,43.9,55.3,54.5,56.1
Lendava/Lendva,2016,45.2,46.5,43.8,54.8,53.5,56.3
Lendava/Lendva,2017,45.8,46.6,44.7,54.2,53.4,55.3
Lendava/Lendva,2018,47.3,48.6,45.7,52.7,51.4,54.3
Lendava/Lendva,2019,47.9,49.8,45.6,52.1,50.2,54.4
Litija,2000,53.4,56.2,50.0,46.6,43.8,50.0
Litija,2001,54.5,56.9,51.6,45.5,43.1,48.4
Litija,2002,65.0,66.2,63.5,35.0,33.8,36.5
Litija,2003,65.0,66.8,62.9,35.0,33.2,37.1
Litija,2004,66.0,67.3,64.5,34.0,32.7,35.5
Litija,2005,67.3,68.6,65.6,32.7,31.4,34.4
Litija,2006,67.8,68.9,66.4,32.2,31.1,33.6
Litija,2007,68.4,69.4,67.1,31.6,30.6,32.9
Litija,2008,69.0,69.2,68.8,31.0,30.8,31.2
Litija,2009,70.1,70.3,69.9,29.9,29.7,30.1
Litija,2010,70.6,70.1,71.1,29.4,29.9,28.9
Litija,2011,71.0,70.5,71.6,29.0,29.5,28.4
Litija,2012,71.0,71.1,70.9,29.0,28.9,29.1
Litija,2013,70.4,70.3,70.5,29.6,29.7,29.5
Litija,2014,70.0,69.8,70.2,30.0,30.2,29.8
Litija,2015,69.9,69.8,70.1,30.1,30.2,29.9
Litija,2016,70.9,70.1,72.0,29.1,29.9,28.0
Litija,2017,70.8,69.4,72.4,29.2,30.6,27.6
Litija,2018,70.9,69.8,72.2,29.1,30.2,27.8
Litija,2019,70.6,69.7,71.6,29.4,30.3,28.4
Ljubljana,2000,9.7,11.5,7.8,90.3,88.5,92.2
Ljubljana,2001,10.0,11.7,8.2,90.0,88.3,91.8
Ljubljana,2002,10.5,12.4,8.4,89.5,87.6,91.6
Ljubljana,2003,11.2,13.1,9.0,88.8,86.9,91.0
Ljubljana,2004,11.8,13.7,9.7,88.2,86.3,90.3
Ljubljana,2005,12.2,14.3,9.9,87.8,85.7,90.1
Ljubljana,2006,12.8,14.9,10.4,87.2,85.1,89.6
Ljubljana,2007,13.4,15.6,10.8,86.6,84.4,89.2
Ljubljana,2008,13.9,16.2,11.1,86.1,83.8,88.9
Ljubljana,2009,14.2,16.5,11.5,85.8,83.5,88.5
Ljubljana,2010,14.2,16.3,11.9,85.8,83.7,88.1
Ljubljana,2011,14.6,16.9,12.1,85.4,83.1,87.9
Ljubljana,2012,14.7,16.9,12.2,85.3,83.1,87.8
Ljubljana,2013,15.1,17.4,12.5,84.9,82.6,87.5
Ljubljana,2014,15.7,18.3,12.8,84.3,81.7,87.2
Ljubljana,2015,16.1,18.7,13.3,83.9,81.3,86.7
Ljubljana,2016,16.4,19.1,13.5,83.6,80.9,86.5
Ljubljana,2017,17.0,19.8,13.9,83.0,80.2,86.1
Ljubljana,2018,17.7,20.8,14.2,82.3,79.2,85.8
Ljubljana,2019,18.1,21.5,14.3,81.9,78.5,85.7
Ljubno,2000,65.2,65.5,64.7,34.8,34.5,35.3
Ljubno,2001,67.6,65.5,69.9,32.4,34.5,30.1
Ljubno,2002,68.4,65.9,71.4,31.6,34.1,28.6
Ljubno,2003,67.7,65.4,70.4,32.3,34.6,29.6
Ljubno,2004,70.6,65.8,76.4,29.4,34.2,23.6
Ljubno,2005,68.7,60.8,78.3,31.3,39.2,21.7
Ljubno,2006,66.3,59.9,73.5,33.7,40.1,26.5
Ljubno,2007,67.0,61.4,73.3,33.0,38.6,26.7
Ljubno,2008,67.8,60.3,76.2,32.2,39.7,23.8
Ljubno,2009,66.7,60.4,73.9,33.3,39.6,26.1
Ljubno,2010,65.6,57.8,74.7,34.4,42.2,25.3
Ljubno,2011,64.0,55.7,74.5,36.0,44.3,25.5
Ljubno,2012,62.7,53.6,73.6,37.3,46.4,26.4
Ljubno,2013,61.9,52.9,72.7,38.1,47.1,27.3
Ljubno,2014,61.2,52.7,71.6,38.8,47.3,28.4
Ljubno,2015,61.3,51.4,73.1,38.7,48.6,26.9
Ljubno,2016,61.9,53.2,72.0,38.1,46.8,28.0
Ljubno,2017,62.7,53.2,73.8,37.3,46.8,26.2
Ljubno,2018,62.1,53.9,72.1,37.9,46.1,27.9
Ljubno,2019,62.0,53.6,72.1,38.0,46.4,27.9
Ljutomer,2000,29.7,31.0,28.1,70.3,69.0,71.9
Ljutomer,2001,31.0,32.3,29.4,69.0,67.7,70.6
Ljutomer,2002,30.7,32.6,28.3,69.3,67.4,71.7
Ljutomer,2003,32.8,34.4,30.8,67.2,65.6,69.2
Ljutomer,2004,34.2,35.2,32.8,65.8,64.8,67.2
Ljutomer,2005,34.2,36.0,31.9,65.8,64.0,68.1
Ljutomer,2006,36.5,37.6,35.2,63.5,62.4,64.8
Ljutomer,2007,37.2,37.5,36.9,62.8,62.5,63.1
Ljutomer,2008,38.4,38.5,38.3,61.6,61.5,61.7
Ljutomer,2009,40.9,39.1,43.4,59.1,60.9,56.6
Ljutomer,2010,41.1,38.7,44.3,58.9,61.3,55.7
Ljutomer,2011,43.4,41.3,46.2,56.6,58.7,53.8
Ljutomer,2012,43.9,41.1,47.4,56.1,58.9,52.6
Ljutomer,2013,44.6,42.5,47.3,55.4,57.5,52.7
Ljutomer,2014,44.1,43.2,45.2,55.9,56.8,54.8
Ljutomer,2015,45.7,43.9,48.0,54.3,56.1,52.0
Ljutomer,2016,46.5,43.8,49.7,53.5,56.2,50.3
Ljutomer,2017,47.0,44.0,50.6,53.0,56.0,49.4
Ljutomer,2018,47.3,43.6,51.8,52.7,56.4,48.2
Ljutomer,2019,48.5,44.6,53.3,51.5,55.4,46.7
Log - Dragomer,2007,84.4,81.4,87.9,15.6,18.6,12.1
Log - Dragomer,2008,84.4,81.3,88.1,15.6,18.7,11.9
Log - Dragomer,2009,84.7,81.8,88.2,15.3,18.2,11.8
Log - Dragomer,2010,85.0,81.6,88.8,15.0,18.4,11.2
Log - Dragomer,2011,85.1,82.2,88.4,14.9,17.8,11.6
Log - Dragomer,2012,84.7,82.0,87.9,15.3,18.0,12.1
Log - Dragomer,2013,85.2,82.8,88.0,14.8,17.2,12.0
Log - Dragomer,2014,83.9,81.1,87.2,16.1,18.9,12.8
Log - Dragomer,2015,83.5,80.3,87.1,16.5,19.7,12.9
Log - Dragomer,2016,84.4,81.0,88.2,15.6,19.0,11.8
Log - Dragomer,2017,84.2,81.2,87.6,15.8,18.8,12.4
Log - Dragomer,2018,84.9,82.0,88.0,15.1,18.0,12.0
Log - Dragomer,2019,84.8,81.6,88.3,15.2,18.4,11.7
Logatec,2000,53.2,50.4,56.5,46.8,49.6,43.5
Logatec,2001,52.6,49.9,55.7,47.4,50.1,44.3
Logatec,2002,53.7,50.5,57.4,46.3,49.5,42.6
Logatec,2003,53.9,50.8,57.6,46.1,49.2,42.4
Logatec,2004,54.8,52.2,58.0,45.2,47.8,42.0
Logatec,2005,56.0,53.5,59.0,44.0,46.5,41.0
Logatec,2006,57.8,55.1,61.2,42.2,44.9,38.8
Logatec,2007,58.6,56.1,61.6,41.4,43.9,38.4
Logatec,2008,61.6,58.6,65.3,38.4,41.4,34.7
Logatec,2009,62.6,59.7,66.3,37.4,40.3,33.7
Logatec,2010,63.2,60.5,66.5,36.8,39.5,33.5
Logatec,2011,62.8,60.6,65.4,37.2,39.4,34.6
Logatec,2012,62.8,60.2,66.1,37.2,39.8,33.9
Logatec,2013,62.5,59.9,65.5,37.5,40.1,34.5
Logatec,2014,62.4,59.7,65.6,37.6,40.3,34.4
Logatec,2015,62.7,60.0,65.8,37.3,40.0,34.2
Logatec,2016,63.4,61.6,65.5,36.6,38.4,34.5
Logatec,2017,63.5,61.6,65.7,36.5,38.4,34.3
Logatec,2018,63.3,61.4,65.6,36.7,38.6,34.4
Logatec,2019,63.4,61.0,66.3,36.6,39.0,33.7
Lovrenc na Pohorju,2000,66.7,65.0,69.0,33.3,35.0,31.0
Lovrenc na Pohorju,2001,62.9,60.9,65.6,37.1,39.1,34.4
Lovrenc na Pohorju,2002,63.7,61.4,67.0,36.3,38.6,33.0
Lovrenc na Pohorju,2003,64.2,62.0,67.1,35.8,38.0,32.9
Lovrenc na Pohorju,2004,65.8,64.2,68.2,34.2,35.8,31.8
Lovrenc na Pohorju,2005,69.6,69.4,70.0,30.4,30.6,30.0
Lovrenc na Pohorju,2006,69.7,69.6,69.7,30.3,30.4,30.3
Lovrenc na Pohorju,2007,70.6,70.2,71.1,29.4,29.8,28.9
Lovrenc na Pohorju,2008,72.1,71.5,72.9,27.9,28.5,27.1
Lovrenc na Pohorju,2009,71.5,70.8,72.4,28.5,29.2,27.6
Lovrenc na Pohorju,2010,71.0,70.1,72.2,29.0,29.9,27.8
Lovrenc na Pohorju,2011,71.6,70.8,72.6,28.4,29.2,27.4
Lovrenc na Pohorju,2012,71.3,71.4,71.1,28.7,28.6,28.9
Lovrenc na Pohorju,2013,70.6,70.0,71.5,29.4,30.0,28.5
Lovrenc na Pohorju,2014,70.5,70.0,71.2,29.5,30.0,28.8
Lovrenc na Pohorju,2015,71.7,70.2,73.8,28.3,29.8,26.2
Lovrenc na Pohorju,2016,72.1,70.9,73.7,27.9,29.1,26.3
Lovrenc na Pohorju,2017,73.0,73.0,73.0,27.0,27.0,27.0
Lovrenc na Pohorju,2018,74.2,73.3,75.3,25.8,26.7,24.7
Lovrenc na Pohorju,2019,75.6,74.1,77.3,24.4,25.9,22.7
Loška dolina,2000,26.6,25.3,28.2,73.4,74.7,71.8
Loška dolina,2001,27.8,25.5,30.5,72.2,74.5,69.5
Loška dolina,2002,28.0,26.6,30.0,72.0,73.4,70.0
Loška dolina,2003,27.8,27.3,28.5,72.2,72.7,71.5
Loška dolina,2004,29.4,29.5,29.3,70.6,70.5,70.7
Loška dolina,2005,30.6,30.1,31.3,69.4,69.9,68.7
Loška dolina,2006,33.1,32.3,34.2,66.9,67.7,65.8
Loška dolina,2007,35.4,35.3,35.6,64.6,64.7,64.4
Loška dolina,2008,38.6,39.4,37.4,61.4,60.6,62.6
Loška dolina,2009,39.7,41.3,37.2,60.3,58.7,62.8
Loška dolina,2010,37.6,37.5,37.6,62.4,62.5,62.4
Loška dolina,2011,39.8,39.5,40.3,60.2,60.5,59.7
Loška dolina,2012,41.2,39.9,43.0,58.8,60.1,57.0
Loška dolina,2013,40.6,39.0,42.9,59.4,61.0,57.1
Loška dolina,2014,38.2,34.9,43.2,61.8,65.1,56.8
Loška dolina,2015,40.6,37.0,45.7,59.4,63.0,54.3
Loška dolina,2016,37.6,32.2,45.0,62.4,67.8,55.0
Loška dolina,2017,41.1,37.1,46.4,58.9,62.9,53.6
Loška dolina,2018,41.5,36.5,48.0,58.5,63.5,52.0
Loška dolina,2019,43.3,38.2,50.2,56.7,61.8,49.8
Loški Potok,2000,66.9,63.1,72.2,33.1,36.9,27.8
Loški Potok,2001,71.7,67.0,78.6,28.3,33.0,21.4
Loški Potok,2002,68.4,63.5,75.4,31.6,36.5,24.6
Loški Potok,2003,70.9,66.1,77.7,29.1,33.9,22.3
Loški Potok,2004,72.1,67.3,79.0,27.9,32.7,21.0
Loški Potok,2005,73.0,67.4,80.9,27.0,32.6,19.1
Loški Potok,2006,74.5,69.7,81.3,25.5,30.3,18.7
Loški Potok,2007,74.1,69.7,80.2,25.9,30.3,19.8
Loški Potok,2008,75.2,71.3,80.6,24.8,28.7,19.4
Loški Potok,2009,75.0,71.1,80.4,25.0,28.9,19.6
Loški Potok,2010,77.3,72.7,83.4,22.7,27.3,16.6
Loški Potok,2011,77.4,71.8,84.6,22.6,28.2,15.4
Loški Potok,2012,76.8,71.6,83.9,23.2,28.4,16.1
Loški Potok,2013,76.7,70.4,84.9,23.3,29.6,15.1
Loški Potok,2014,75.5,69.0,84.1,24.5,31.0,15.9
Loški Potok,2015,75.2,68.7,84.1,24.8,31.3,15.9
Loški Potok,2016,74.2,68.4,81.9,25.8,31.6,18.1
Loški Potok,2017,75.3,68.4,84.2,24.7,31.6,15.8
Loški Potok,2018,75.0,68.3,83.6,25.0,31.7,16.4
Loški Potok,2019,74.2,66.7,83.5,25.8,33.3,16.5
Lukovica,2000,83.1,80.9,85.8,16.9,19.1,14.2
Lukovica,2001,84.6,82.6,87.0,15.4,17.4,13.0
Lukovica,2002,84.1,82.2,86.5,15.9,17.8,13.5
Lukovica,2003,84.2,82.3,86.5,15.8,17.7,13.5
Lukovica,2004,83.8,81.7,86.3,16.2,18.3,13.7
Lukovica,2005,83.4,81.1,86.3,16.6,18.9,13.7
Lukovica,2006,82.7,79.9,86.0,17.3,20.1,14.0
Lukovica,2007,82.3,79.9,85.4,17.7,20.1,14.6
Lukovica,2008,82.3,79.2,86.3,17.7,20.8,13.7
Lukovica,2009,81.5,79.3,84.3,18.5,20.7,15.7
Lukovica,2010,81.3,78.7,84.6,18.7,21.3,15.4
Lukovica,2011,80.4,77.9,83.4,19.6,22.1,16.6
Lukovica,2012,80.2,76.5,84.4,19.8,23.5,15.6
Lukovica,2013,79.3,76.2,82.9,20.7,23.8,17.1
Lukovica,2014,79.0,75.8,82.7,21.0,24.2,17.3
Lukovica,2015,78.3,75.5,81.7,21.7,24.5,18.3
Lukovica,2016,79.3,77.0,82.0,20.7,23.0,18.0
Lukovica,2017,79.5,76.9,82.6,20.5,23.1,17.4
Lukovica,2018,79.6,76.7,83.1,20.4,23.3,16.9
Lukovica,2019,79.5,76.2,83.3,20.5,23.8,16.7
Luče,2000,65.5,62.2,69.6,34.5,37.8,30.4
Luče,2001,66.0,62.7,70.3,34.0,37.3,29.7
Luče,2002,67.1,64.8,70.3,32.9,35.2,29.7
Luče,2003,67.1,65.6,69.1,32.9,34.4,30.9
Luče,2004,63.1,62.2,64.4,36.9,37.8,35.6
Luče,2005,62.9,60.7,66.3,37.1,39.3,33.7
Luče,2006,61.9,59.5,65.5,38.1,40.5,34.5
Luče,2007,61.6,59.1,65.3,38.4,40.9,34.7
Luče,2008,61.8,57.3,67.9,38.2,42.7,32.1
Luče,2009,60.5,57.7,64.3,39.5,42.3,35.7
Luče,2010,61.1,55.9,68.2,38.9,44.1,31.8
Luče,2011,62.3,57.1,69.2,37.7,42.9,30.8
Luče,2012,62.0,56.1,69.8,38.0,43.9,30.2
Luče,2013,60.0,53.6,69.0,40.0,46.4,31.0
Luče,2014,58.9,52.3,69.0,41.1,47.7,31.0
Luče,2015,60.6,55.2,68.9,39.4,44.8,31.1
Luče,2016,61.3,53.5,71.7,38.7,46.5,28.3
Luče,2017,62.1,55.1,72.0,37.9,44.9,28.0
Luče,2018,60.6,54.5,68.9,39.4,45.5,31.1
Luče,2019,58.8,51.5,68.1,41.2,48.5,31.9
Majšperk,2000,71.7,79.5,60.8,28.3,20.5,39.2
Majšperk,2001,72.4,80.4,61.5,27.6,19.6,38.5
Majšperk,2002,76.0,80.4,70.0,24.0,19.6,30.0
Majšperk,2003,77.8,80.6,74.0,22.2,19.4,26.0
Majšperk,2004,83.0,83.2,82.8,17.0,16.8,17.2
Majšperk,2005,84.1,83.8,84.6,15.9,16.2,15.4
Majšperk,2006,84.0,83.4,84.8,16.0,16.6,15.2
Majšperk,2007,81.1,81.2,81.1,18.9,18.8,18.9
Majšperk,2008,81.0,80.9,81.1,19.0,19.1,18.9
Majšperk,2009,78.5,77.6,79.8,21.5,22.4,20.2
Majšperk,2010,79.4,79.3,79.6,20.6,20.7,20.4
Majšperk,2011,80.5,80.4,80.7,19.5,19.6,19.3
Majšperk,2012,79.1,79.4,78.6,20.9,20.6,21.4
Majšperk,2013,79.9,80.8,78.7,20.1,19.3,21.3
Majšperk,2014,79.7,80.5,78.7,20.3,19.5,21.3
Majšperk,2015,80.6,82.3,78.4,19.4,17.7,21.6
Majšperk,2016,81.7,82.3,80.9,18.3,17.7,19.1
Majšperk,2017,84.3,84.6,83.8,15.7,15.4,16.2
Majšperk,2018,84.2,84.4,83.8,15.8,15.6,16.2
Majšperk,2019,84.6,85.0,84.1,15.4,15.0,15.9
Makole,2007,82.5,85.6,77.7,17.5,14.4,22.3
Makole,2008,82.9,86.4,77.5,17.1,13.6,22.5
Makole,2009,82.0,85.4,76.9,18.0,14.6,23.1
Makole,2010,81.0,85.6,74.7,19.0,14.4,25.3
Makole,2011,82.3,85.7,77.4,17.7,14.3,22.6
Makole,2012,81.6,83.6,78.9,18.4,16.4,21.1
Makole,2013,82.2,85.7,77.5,17.8,14.3,22.5
Makole,2014,82.2,85.0,78.8,17.8,15.0,21.3
Makole,2015,84.3,85.6,82.6,15.7,14.4,17.4
Makole,2016,83.9,85.4,81.9,16.1,14.6,18.1
Makole,2017,84.0,85.8,81.7,16.0,14.2,18.3
Makole,2018,84.7,86.3,82.8,15.3,13.7,17.2
Makole,2019,86.2,87.8,84.3,13.8,12.2,15.7
Maribor,2000,16.7,20.3,12.4,83.3,79.7,87.6
Maribor,2001,17.4,20.9,13.2,82.6,79.1,86.8
Maribor,2002,17.9,21.2,13.8,82.1,78.8,86.2
Maribor,2003,18.6,21.8,14.6,81.4,78.2,85.4
Maribor,2004,19.7,23.2,15.4,80.3,76.8,84.6
Maribor,2005,19.9,23.4,15.7,80.1,76.6,84.3
Maribor,2006,20.6,23.7,16.7,79.4,76.3,83.3
Maribor,2007,21.9,25.2,17.6,78.1,74.8,82.4
Maribor,2008,22.6,25.9,18.0,77.4,74.1,82.0
Maribor,2009,23.1,26.4,18.9,76.9,73.6,81.1
Maribor,2010,23.1,26.2,19.2,76.9,73.8,80.8
Maribor,2011,25.3,29.8,20.0,74.7,70.2,80.0
Maribor,2012,26.4,31.2,20.8,73.6,68.8,79.2
Maribor,2013,26.8,31.8,20.9,73.2,68.2,79.1
Maribor,2014,27.2,32.2,21.3,72.8,67.8,78.7
Maribor,2015,27.7,32.6,21.8,72.3,67.4,78.2
Maribor,2016,28.6,33.3,23.0,71.4,66.7,77.0
Maribor,2017,28.6,32.6,23.8,71.4,67.4,76.2
Maribor,2018,29.1,33.1,24.2,70.9,66.9,75.8
Maribor,2019,29.4,33.4,24.5,70.6,66.6,75.5
Markovci,2000,80.7,78.2,83.9,19.3,21.8,16.1
Markovci,2001,80.1,78.3,82.4,19.9,21.7,17.6
Markovci,2002,79.3,78.2,80.6,20.7,21.8,19.4
Markovci,2003,79.7,78.2,81.5,20.3,21.8,18.5
Markovci,2004,80.2,79.6,81.0,19.8,20.4,19.0
Markovci,2005,79.9,78.8,81.3,20.1,21.2,18.7
Markovci,2006,80.3,78.9,82.0,19.7,21.1,18.0
Markovci,2007,80.5,78.8,82.6,19.5,21.2,17.4
Markovci,2008,80.4,77.4,84.0,19.6,22.6,16.0
Markovci,2009,78.8,76.0,82.3,21.2,24.0,17.7
Markovci,2010,79.5,77.0,82.6,20.5,23.0,17.4
