,Ajdovščina,Ankaran/Ancarano,Apače,Beltinci,Benedikt,Bistrica ob Sotli,Bled,Bloke,Bohinj,Borovnica,Bovec,Braslovče,Brda,Brezovica,Brežice,Cankova,Celje,Cerklje na Gorenjskem,Cerknica,Cerkno,Cerkvenjak,Cirkulane,Destrnik,Divača,Dobje,Dobrepolje,Dobrna,Dobrova - Polhov Gradec,Dobrovnik/Dobronak,Dol pri Ljubljani,Dolenjske Toplice,Domžale,Dornava,Dravograd,Duplek,Gorenja vas - Poljane,Gorišnica,Gorje,Gornja Radgona,Gornji Grad,Gornji Petrovci,Grad,Grosuplje,Hajdina,Hodoš/Hodos,Horjul,Hoče - Slivnica,Hrastnik,Hrpelje - Kozina,Idrija,Ig,Ilirska Bistrica,Ivančna Gorica,Izola/Isola,Jesenice,Jezersko,Juršinci,Kamnik,Kanal,Kidričevo,Kobarid,Kobilje,Komen,Komenda,Koper/Capodistria,Kostanjevica na Krki,Kostel,Kozje,Kočevje,Kranj,Kranjska Gora,Križevci,Krško,Kungota,Kuzma,Laško,Lenart,Lendava/Lendva,Litija,Ljubljana,Ljubno,Ljutomer,Log - Dragomer,Logatec,Lovrenc na Pohorju,Loška dolina,Loški Potok,Lukovica,Luče,Majšperk,Makole,Maribor,Markovci,Medvode,Mengeš,Metlika,Mežica,Miklavž na Dravskem polju,Miren - Kostanjevica,Mirna,Mirna Peč,Mislinja,Mokronog - Trebelno,Moravske Toplice,Moravče,Mozirje,Murska Sobota,Muta,Naklo,Nazarje,Nova Gorica,Novo mesto,Odranci,Oplotnica,Ormož,Osilnica,Pesnica,Piran/Pirano,Pivka,Podlehnik,Podvelka,Podčetrtek,Poljčane,Polzela,Postojna,Prebold,Preddvor,Prevalje,Ptuj,Puconci,Radenci,Radeče,Radlje ob Dravi,Radovljica,Ravne na Koroškem,Razkrižje,Rače - Fram,Renče - Vogrsko,Rečica ob Savinji,Ribnica,Ribnica na Pohorju,Rogatec,Rogaška Slatina,Rogašovci,Ruše,Selnica ob Dravi,Semič,Sevnica,Sežana,Slovenj Gradec,Slovenska Bistrica,Slovenske Konjice,Sodražica,Solčava,Središče ob Dravi,Starše,Straža,Sveta Ana,Sveta Trojica v Slov. goricah,Sveti Andraž v Slov. goricah,Sveti Jurij ob Ščavnici,Sveti Jurij v Slov. goricah,Sveti Tomaž,Tabor,Tišina,Tolmin,Trbovlje,Trebnje,Trnovska vas,Trzin,Tržič,Turnišče,Velenje,Velika Polana,Velike Lašče,Veržej,Videm,Vipava,Vitanje,Vodice,Vojnik,Vransko,Vrhnika,Vuzenica,Zagorje ob Savi,Zavrč,Zreče,Črenšovci,Črna na Koroškem,Črnomelj,Šalovci,Šempeter - Vrtojba,Šentilj,Šentjernej,Šentjur,Šentrupert,Šenčur,Škocjan,Škofja Loka,Škofljica,Šmarje pri Jelšah,Šmarješke Toplice,Šmartno ob Paki,Šmartno pri Litiji,Šoštanj,Štore,Žalec,Železniki,Žetale,Žiri,Žirovnica,Žužemberk
Ankaran/Ancarano,0.005746861846356136,,0.00012366237457524576,0.00014325552975419788,0.0001243517781840973,0.00013478437360028056,0.0007446427001099455,0.0033510173914591537,0.0006619869468270209,0.0019485696443657917,0.0026212365406003374,0.00019163299488415684,0.007485738551320268,0.0014159324965568195,0.00022091432685560734,0.0001290811600223144,0.0001687449636818366,0.0006335202505334487,0.0047632600550749915,0.0016584691402428253,0.0001637774373251142,0.00016185004847693457,0.0001596820005247732,0.005370335319746352,0.00015522080834091118,0.0006891324045688727,0.00017619772984322368,0.0014879930729375821,0.0001809253233418126,0.000590987478391319,0.0005467481698601057,0.0005422482851895416,0.00016099616137421423,0.0001310404741154113,0.00015959232738324572,0.001566056017355465,0.00016262631653384045,0.0007246720424074406,0.00012118764230435492,0.0001669223462193242,0.00018409189656805683,0.0003142275994643354,0.0007953374655406373,0.0001578416751182945,0.00014389064101946465,0.0019518473385607546,0.0001589856716336116,0.00018163642197175967,0.005760341433269059,0.0026624844488563576,0.0009313287936176602,0.005577922810647327,0.0006813903554411609,0.007439797744428301,0.0007133256745005332,0.0006480617838905812,0.00016019245214749555,0.00038589732483183207,0.005875096625982763,0.00015866540251473742,0.002538693817651505,0.00018391987304176459,0.006339778804396708,0.0005748582381749894,0.007256004618744089,0.00024803041316593175,0.0012177022634266667,0.0001406368564912264,0.001330544304302325,0.000874671549030667,0.0006460312647494485,0.00017080812036445006,0.00022958304653550733,0.00011651154929555892,0.00014262193042050738,0.00015923548575219552,0.0001612410362144041,0.00018791449851306353,0.0002981428914960291,0.0010650896998776458,0.00012462565951937296,0.00017588038793274255,0.0017261869800726613,0.0036127212623777386,0.0001181123836915439,0.0034180593279796927,0.002410311199916013,0.0002522777399065766,0.00016741933481937774,0.00015339217167225963,0.0001553863920010641,0.00011632822164942627,0.00016045751677712446,0.000963940800237435,0.000547312141969405,0.0005310371294188922,0.00013524674182213776,0.00015802074318085167,0.0074858730826797585,0.00027919436416762116,0.0005515190860002299,0.00012375829471885714,0.0002644630179459428,0.00017778135529096742,0.00029433248197732514,0.00019911875765154827,0.0001745387417558754,0.0001289614192734925,0.0008216318250750788,0.00020625067234192202,0.007110188619695873,0.0005227605208876063,0.0001785068221807721,0.00015896509138883837,0.00016772632204358593,0.0012890957810311522,0.0001353014398817624,0.00808052853584003,0.004942634909840465,0.0001563148966504531,0.00011794228186110544,0.0001538959795948853,0.00015355328447350832,0.0001868825742054491,0.004836669409395915,0.00018388526035034667,0.0007569876777974442,0.00012491806606470136,0.0001606103948664763,0.00017767619471958457,0.0001690910985677487,0.00016665255988962182,0.0001282527631641767,0.0007654498924533434,0.00013117090839854094,0.00017711581436432143,0.00015829246944915165,0.006649537739858073,0.0001315777576936796,0.001672887522349955,0.00011880457684093753,0.00015301344083427487,0.00015705708254251769,0.00013949984013898688,0.00011518216204195262,0.00011730150224331132,0.0005202063559814973,0.00021261067832236555,0.0056427418368430494,0.0001307484739945658,0.00015882748114017659,0.00016032095280249875,0.002000483118439491,0.0001797868512833875,0.00017057765308683108,0.00015886585920670506,0.0005258260827768297,0.00012161038585747206,0.00016218035664853638,0.00016487251974990516,0.00016702826390506965,0.00016126197783006066,0.00016584112799261882,0.000201463184288634,0.00017103713547881306,0.0025251147350269076,0.00019192426411843684,0.0005783773685823687,0.0001632219820762636,0.0005964213404609845,0.0007631011913943498,0.0001805878768035002,0.00018727805970800214,0.00018238305773695716,0.000703318302569147,0.00017122087359544263,0.00015764312413529808,0.005473243048993236,0.00011426265933125992,0.0006868914202115698,0.00016744512001414102,0.00020786221502153303,0.002587867093225841,0.00012956754371102033,0.0002107491496528725,0.00016359470199545927,0.00016175375978777682,0.00018256810776641095,0.00015681797277620346,0.000549463074199658,0.0001884480905098246,0.0066966142851311765,0.0001209191575782705,0.0002670239570518309,0.0001601090179903188,0.0002523735656709572,0.0008338749973909354,0.0002536736249089162,0.0008659629853412133,0.0009061916590342208,0.0001578979390707044,0.0002805436312368371,0.0001970316763477485,0.000272361563544102,0.0001909070523799324,0.000160842377410753,0.0001784352552174323,0.0007387865959662901,0.00015179448103883714,0.002170791877734216,0.0007215800998847224,0.0005854421729022181
Apače,0.00013328987236908688,0.0001510802664368153,,0.004835069787307101,0.004045469632596645,0.0017020789154687458,0.00014458179102679327,0.00013014491338600448,0.00014520108819979046,0.00013337749875528862,0.00023911178121084495,0.000750948298084848,0.0001608283913702171,0.00013941271808883378,0.0009730721710281423,0.004817875308682677,0.0015818856614584229,0.00015524033750602965,0.00012405491219649427,0.00013586126569396464,0.0037816071398794207,0.003748322674531605,0.0035488524381752664,0.00012874813952004987,0.001692766411846796,0.00013628402660015472,0.0010319404600743654,0.00013758553916285663,0.004547756415436024,0.00015599921944822436,0.00013094183074385089,0.00016703217611556355,0.0036524078739009974,0.0018141123774186175,0.0034527304595786935,0.00013616365031057648,0.0037297821225403265,0.0001446727047896807,0.004423853519061805,0.00023724079218096945,0.0047185788817343186,0.0008450207032835866,0.00014167238644296912,0.0033659311436916944,0.00556499298445026,0.00013360258448673115,0.003336923596754364,0.000590135396459903,0.00013163437950890414,0.0001244345418326342,0.00013747170779918733,0.00012963706407435497,0.00013323374146317467,0.00016074899885482746,0.0001444588288124581,0.0001229978196173318,0.003589530606084371,0.00017083798156623868,0.00014468076400373918,0.003356770881154303,0.00013948165219798594,0.004685256349825257,0.00013991382777164206,0.00015616675658766078,0.0001584211860664254,0.0005519323155357754,0.0001412018610318769,0.0014815762244630535,0.0001255385626166878,0.00014313355363505207,0.00014657285081233278,0.004123657889867859,0.0006147524410631276,0.003903901035522489,0.005112632088546825,0.0012639967681469244,0.0036352772887921878,0.004847286535170622,0.00016892886744489808,0.0001483685152558743,0.0004338134124824353,0.004326479546048878,0.00013553991418609318,0.00012909604712435171,0.0039931035352180535,0.0001289835918295861,0.00012886824856470704,0.0002338173340783387,0.0002120425665867334,0.003255750920558831,0.0032579825126808184,0.0038086083128550554,0.0036263380360672718,0.00014437612502574276,0.00015632814843979242,0.0001432762946151354,0.001085331434366288,0.003351518682678357,0.0001589163780716344,0.0002508448020512144,0.00012630098611354115,0.0012041677808413574,0.00029518302688153516,0.004425692508558817,0.0001836316497674019,0.0007119758395505376,0.004280059831725309,0.0029557328908811306,0.00013852617165336872,0.0004943729850021776,0.0001522086197415469,0.00012547015425891,0.0044554155611777075,0.003143898916229951,0.0039592510052969395,0.0001520635050678561,0.0036370574713510363,0.00017016125384270245,0.00012417207339221592,0.003517266853117298,0.00404687305048198,0.002404820046160357,0.0031508510077592963,0.0008145602296102349,0.0001219735373137187,0.0007924901172314789,0.00012688310918048754,0.0013473285570591406,0.003469218660581635,0.004418262896968434,0.004050078317377109,0.0006628881129953339,0.0037600609227839373,0.00014275026472749573,0.001429645278846797,0.0044155918517356126,0.0033078452020400798,0.00014691620992542616,0.0004929996405850872,0.00013255749056880197,0.004127023668057672,0.002444857589297391,0.0029551905605233997,0.004963839249836286,0.003823017659867827,0.00393433213889977,0.00013943816695297396,0.0007686192117130561,0.0001326673049637181,0.001065125979455252,0.0031611599920215176,0.0031278582069438404,0.0001283813788940558,0.00021806946207586156,0.004123694486672849,0.003399760741342982,0.00012978593084756205,0.004136714507297946,0.003703439423769193,0.0038685056610290283,0.003946188470390043,0.0036459978994564397,0.003903216466919727,0.000614970175271399,0.004135554131905828,0.00012596465060797052,0.00045591172359117876,0.00012523150346141035,0.0037542517464800446,0.00015493574142798827,0.00013928411790186884,0.004540367646734537,0.000890447095081559,0.004620232984010102,0.00013948382789024516,0.004151261108854936,0.0035135081349431806,0.0001274232524891675,0.0019428355240320454,0.00014949129539261694,0.0016147472536191167,0.0005006150917413689,0.00013320996053061616,0.0029367068440910825,0.00029832833890310414,0.003808027687175945,0.0030403570959309416,0.004615481614670836,0.0005492945008544676,0.00014522039120665862,0.004885004819514873,0.0001476157646186606,0.004094829346278063,0.000445233841598415,0.0021309952802046365,0.0003439554731586627,0.00013192356267725683,0.00048192454376266305,0.0001408838314232027,0.00013759845449344573,0.002529058859454812,0.0004304591648405354,0.0007125433117656742,0.00016275558548400372,0.0008719195005440464,0.0015858379059181889,0.0010207806614465416,0.0001345344873543756,0.003512601535215161,0.00012509679688834358,0.00014088259284952316,0.00012810851185732634
Beltinci,0.00028004075865473995,0.0003266544990321386,0.013131773589875191,,0.012277881313681172,0.0028909995232227256,0.00028803114981276165,0.0002548522396429001,0.0002998882828535917,0.0002481262610074074,0.000450881191702864,0.0011985125704202899,0.0003508934878349389,0.0002557795680429201,0.001720495066490036,0.01462210981575272,0.002473866815826048,0.00027690563945657095,0.000246116333712609,0.00027299616802657845,0.011477066411349374,0.011376049038276792,0.010770662739523863,0.0002651002105024904,0.002808925726505386,0.00025648006734302857,0.001682736435122112,0.0002536233293389711,0.013802306921882872,0.00027058229213244124,0.00026308768878250505,0.0002827645123586449,0.011084950440260099,0.002931571906263957,0.01047893536247582,0.00026386405021618694,0.011319779008462495,0.00029057348639229956,0.013426265276718537,0.00038021287198337884,0.014320748081352053,0.0014217351543233511,0.00025748787646104814,0.010215501992470458,0.016889589980852833,0.00024861087463988994,0.010127464940943024,0.0009675271461580835,0.0002741903112669334,0.000249522751173977,0.0002487091001317999,0.0002678712971664703,0.000249786321232776,0.0003471851399432416,0.00029136792263047745,0.00024340831517200362,0.01089411978234077,0.0002847684128829639,0.00031726597273080243,0.0101877008651724,0.0003033206113674027,0.014219615177386041,0.0002962940796491093,0.0002718454241146823,0.00034051830978759493,0.0009908988538703792,0.0002931841173560355,0.0025482739617964973,0.00025116093297616323,0.00027141023263076587,0.00030579273434399765,0.012515180374132493,0.0011009444996312532,0.011848224786632873,0.015516687970638522,0.0020729401945677526,0.011032959618451637,0.014711372022839666,0.000290063979440882,0.0002626595565885913,0.000725837202688957,0.01313073813345163,0.0002487492456956783,0.00024660826516141636,0.010890908522056077,0.00026595548172767247,0.0002541789992752121,0.00037786576251898823,0.0003481658421869694,0.009881108256860605,0.00740674875373059,0.011559014176932336,0.011005829249432138,0.0002617533523592544,0.0002673995445059863,0.00030015874751362025,0.0018247890005843902,0.010171760597322168,0.0003460241771540846,0.0004327758754068795,0.00024986109822555593,0.0018751221003573584,0.0005128910959396688,0.013431846555737294,0.00029981606703852036,0.0011786338243907424,0.012989855666188137,0.004743691234144822,0.00026492024679385394,0.0008227662328797649,0.00032700949557093933,0.0002522829551458053,0.013522055145957461,0.006248008802286929,0.012016210316453878,0.0003167289073687718,0.011038362420143215,0.00037188363712949087,0.00025011651284937185,0.010674801418148427,0.010459724946537293,0.004019781083585786,0.007502523895090459,0.0012899039478095568,0.000242413480975758,0.001254088664046343,0.00024224837797314695,0.002244342426838626,0.010528976567422474,0.013409297903146138,0.012291868536398352,0.0011074380207519996,0.006013757662958482,0.00028106532502230377,0.0023667911216628717,0.01340119135944901,0.010039212868496938,0.00031406134184140124,0.0008010559938222841,0.00025721181426469796,0.008946902503531117,0.009088440079293419,0.004825005444526601,0.0150651060827673,0.011602746121180525,0.011940582290073281,0.0002914415414169083,0.0013050070921620212,0.0002755741345122236,0.0017444327157583898,0.008946259817422454,0.005711742870952042,0.00024715681929038955,0.00037027031167065024,0.012515291444358933,0.010318173826045808,0.000263514741062007,0.01255480682389572,0.011239829692717309,0.011740800866408049,0.011976565907322632,0.011065496356407913,0.011846147141064096,0.0009771506599128219,0.0125512851187199,0.000269395795100475,0.0007505751467337486,0.00024302928762171295,0.011394043597201833,0.0002637741496962286,0.00027252656587721535,0.013779882226257884,0.0014533395664567202,0.014022271175181256,0.00026274968165666937,0.012598955331647465,0.010663393819074751,0.0002630815379042046,0.002942154411332364,0.00026240785320954683,0.00254437281674644,0.0007903433700371991,0.00024855781850962846,0.004729087502544196,0.0005008583637584431,0.01155725199507875,0.0047446878575280625,0.01400785090902602,0.0009629109202168776,0.00030201744415259916,0.014825845906119597,0.0003158972450726839,0.012427686592498393,0.0007943524517248893,0.0033621507155112444,0.0005843448270616728,0.00024776495395825243,0.0008475031899928131,0.00026169902084574576,0.0002474993807023332,0.0040569096363061415,0.0007567340828549477,0.0011742468959344882,0.000278825335269072,0.001451698983532034,0.002516493478606026,0.001597388857482102,0.0002584490849937659,0.010660642315573168,0.00024506612323318863,0.0002811176139608215,0.00024951234106672794
Benedikt,0.00018278090635266543,0.00020390180422363903,0.0048701060002269815,0.005442171954924312,,0.002617200152776391,0.00020334088866443332,0.0001847807791766304,0.0002002144997758621,0.00019484170452999702,0.00026914332807522536,0.0011965684973910327,0.00021523903926806142,0.00020525168148623657,0.0014626597287538182,0.0054228184991386204,0.0025503541086543623,0.0002333131980719407,0.00019146294798522148,0.00019017981268470543,0.004256434183270698,0.004218970446071691,0.003994454281074372,0.00017782181766678665,0.0026376708995018237,0.00019781373005725377,0.0016241023923973968,0.00020201901052367406,0.005118782874010474,0.0002370428487645768,0.00018330066065328805,0.00025732257853706595,0.0041110123687292804,0.002870033431499708,0.003886263012037601,0.00019444805776257975,0.004198101900939077,0.0002025611821921773,0.004979322453076773,0.0003771195484965655,0.005311054190920948,0.0013064082874121358,0.00020967979758906472,0.0037885649800739442,0.006263745939889193,0.00019514637488317842,0.003755915180718843,0.0009259021825377949,0.00018066424804017098,0.00017437962334838973,0.00020398989822541507,0.00017870187237203317,0.0001937971717227214,0.00021631686839448775,0.000201790113507937,0.00017362019260319862,0.004040240090651266,0.00026552600990688914,0.00019310001990512654,0.0037782545345015554,0.0001869999247058037,0.005273547607438197,0.00019030103823472122,0.00023681677656522994,0.0002137370053988756,0.000822524217452563,0.00019412910991717323,0.002261966528378775,0.00017615037819309433,0.00020688524108018722,0.00020099218920580173,0.0046414335898221125,0.000917422628595255,0.004394083573745747,0.00575458559898722,0.001982891204401215,0.004091730829071809,0.005455922664950831,0.0002581664506590439,0.00022285489301352603,0.0006727865063457006,0.004869721986406849,0.00019951365889902972,0.00018582625936132565,0.004494486538647462,0.00017800780252670489,0.0001822407734844154,0.00036990093518689645,0.0003324123558519833,0.003664550281900388,0.00366706207771624,0.00428682568386575,0.004081669143797848,0.0002139727480950722,0.00023941958139173688,0.00019602704040524887,0.001678543119198308,0.0037723428582476714,0.00021290878775547325,0.00038230532807117845,0.00017831592868852955,0.0019460958716534184,0.0004480987446117522,0.004981392350204693,0.00028880667747925115,0.0011109554422516262,0.00481747370901683,0.004694638146650233,0.00019928038361265263,0.0007690396468835365,0.00020541155397809136,0.00017556871537016978,0.0050148474957337,0.0035386538899478473,0.004456383409417857,0.00020870787867412858,0.004093734535330991,0.00022752120612821333,0.00017358460632671294,0.0039589027393709605,0.004555007474408805,0.0035846426785544816,0.0035464789016257325,0.0013037456474821155,0.00017176979642384658,0.0012689889216463517,0.00018269636814103812,0.002094896592507461,0.0039048215084053115,0.004973029859979772,0.004558615201778224,0.0010289375763486664,0.004732762697837614,0.00020207465934878486,0.002230639695579174,0.004970023432338426,0.003723185637781586,0.00019880962675663624,0.0007774826728308702,0.00018916552174381803,0.004645221982643077,0.003601248889489434,0.0036073794687399444,0.005587109998934907,0.004303044300690586,0.004428335674468677,0.0001910173028821748,0.0011821588783235903,0.00018235546718806548,0.0016721554241942544,0.0035580823049898157,0.00352059907335696,0.00018400214679746527,0.00033538739274148384,0.004641474781803722,0.0038266422976066766,0.00018063506840678434,0.004656129625314864,0.004168451554041164,0.004354243876931434,0.004441680713436684,0.004103797543568839,0.004393313049179389,0.0009823703720405928,0.004654823550595374,0.00017041261670806715,0.000713636413036065,0.00017869770663921398,0.00422564398554391,0.0002379319607352638,0.0001978458087729396,0.005110466354998852,0.00140068094315092,0.005200359762500985,0.00020235184409718196,0.004672502730671219,0.003954672068143144,0.00017572880151371916,0.0031912226021331776,0.0002256202709521099,0.002591898638712505,0.0008026939019229737,0.0001942767173551091,0.004655385915195144,0.00046178812343858626,0.004286172153528822,0.0034874835645426145,0.005195011800609408,0.0008296728628558698,0.000199477080411545,0.005498376941367896,0.00019964099064814143,0.004608985269874887,0.0006658380254307724,0.0033724858582824613,0.0005288145750417581,0.0001917036194589449,0.0007265891632618829,0.00020597900097382206,0.0002048358240882257,0.003477142930366905,0.0006491497289399469,0.0011146682285399266,0.0002490514579275058,0.0013560687226498991,0.0025352611672931043,0.0016450376934240506,0.00019305000231292543,0.00395365163372726,0.00017757751157034205,0.0001979653589900702,0.00018243784962560972
Bistrica ob Sotli,0.00013027833187026407,0.00013906489393309085,0.001282149373138267,0.0010658055668001521,0.001504807438534707,,0.0001261821694526623,0.00018744405327410381,0.00011990819430623196,0.00016496790697900071,0.0001502920525770177,0.001047355805964156,0.00013952756052074703,0.0001776641327243415,0.0018257070708978431,0.0010317919410374322,0.0014202550048487423,9.263246252792047e-05,0.00012980447073278068,9.005917150094731e-05,0.0016012382066736247,0.0017795150234274557,0.00168481659078329,0.0001250994389896484,0.0014526499388459744,0.00038487286698857097,0.0014958752992720013,0.00015026958081337908,0.0010991372695551417,0.00013114016843702862,0.0017345707752669194,0.00010300776585742026,0.00173397950167237,0.000916317646159636,0.0016391827113533262,0.00011743977714718296,0.0017707129021385672,0.00012468430129990073,0.0012276710091858713,0.0003283254380503532,0.0010071575073595687,0.00022901521197934632,0.0003237738866347744,0.0015979747631439472,0.0008053922608219931,0.00015732677251654886,0.0015842034392612703,0.0014475756994476847,0.00012502168617506008,0.0001274444613305971,0.00022449712327688402,0.00012509000613723727,0.0005895582179687298,0.00014222701242581093,0.00012369670553811357,0.00010845294997569453,0.0017041285383409537,0.000219838709131894,0.00012429992957267073,0.001593625931354575,0.0001217814261726875,0.0010397499716861857,0.00012863994009488274,8.143522275514851e-05,0.00014148318767662243,0.0019387975771930077,0.0005349166844438781,0.0015260380631504573,0.0005996787947629521,0.00013488475753846318,0.00011918923893353004,0.0012956186845182883,0.0018282361068794324,0.001637759631982643,0.0008926589554737643,0.0014131931582699094,0.0017258467617222162,0.0009938381126643665,0.0006037684043767596,0.00017938179007112375,0.0005543797211638836,0.001202181825795555,0.00016619850889176268,0.00014581112583837206,0.00148377614920366,0.0001931939636463071,0.00018191118389069235,0.00031859834726990247,0.00028053710152528647,0.0015456667364946617,0.0015467261841602062,0.001808135611463383,0.0017216028542725486,0.00013701292729430527,9.590645823700647e-05,0.0018146996982618285,0.0006516283865569957,0.001591132451762363,0.0001384078545637055,0.0017620695146841163,0.001662830792428649,0.0013088141192914042,0.001756913488968394,0.001138415691994986,0.00024550503303014766,0.0009279247178859343,0.0012137745082836265,0.0007500954952412404,0.00012881458855258922,0.0006379908900706547,0.0001360629541697471,0.0017090294678881418,0.0011268555739320895,0.0014925650322427494,0.0018796531828270573,0.0004353912199265167,0.0017266919028381183,0.00014714468992135126,0.00012604850962997732,0.0016698213441050074,0.001234526363098672,0.001511962594107857,0.0014958655355331333,0.001152828030170684,0.0001271767427599768,0.00112314593785457,0.00011829662747872299,0.0008120934098704231,0.0016470104796490995,0.0011444312155797702,0.001340720406335213,0.001461297228841378,0.0007014522436399759,0.00012686726380860567,0.0008818139693366068,0.0011251301762374092,0.001570398480418529,0.0001326212552560933,0.0006650240367991549,0.00019587094988053537,0.0010719994144413978,0.0015189669100230034,0.0015215527204755876,0.0009502273955355118,0.0018149764444741672,0.001627983836845581,0.0018126717641060764,0.001587502482088621,0.0001266955694319953,0.0010813015141841959,0.001500759722603939,0.0014849497105003026,0.00019393892620520604,0.00027126669731424724,0.001957722674442988,0.001614035354102674,0.0018042877291076756,0.0014155650011257763,0.0016915299219179619,0.0014693295347885686,0.0014312390170225899,0.0017309363682993066,0.001853050803167859,0.0008648428101321915,0.001286129400242835,0.00011360545910359316,0.0012212502878856044,0.0013058205666629666,0.0016320477859628842,0.00010293850810506162,0.00012499185172895323,0.0010957403457577627,0.0011912309072042299,0.0010625001492983583,0.00022409426379939933,0.001268145067870543,0.0016680368938213864,0.00012315279863515222,0.0016656039450850548,9.634541266518131e-05,0.0014303104493439145,0.0007125635667077836,0.00015786459286576588,0.0007430528383881679,0.0010779501593127397,0.001807859959602889,0.0014709819555238622,0.0010753367618484512,0.0006448050155469574,0.0014890393461394098,0.0009711427116692151,0.00013297682324762213,0.001487766991404955,0.001984391639358936,0.0014224771962311818,0.0016455882548619424,0.00012620730513964332,0.0018622864694736977,0.00012909093316346528,0.0002524697444587353,0.0014666203905158456,0.001998890779931127,0.0009363742063059068,0.00026619103543984636,0.0011243661287869235,0.001392154622768281,0.0014146744101124359,0.00011747952302250511,0.0016676064858826014,0.00013426444292245998,0.00012264636250345075,0.0009359508921175156
Bled,0.0034381180170180428,0.0031609056093078163,0.0005874036369658076,0.0006249841396368338,0.0006126447275944148,0.0005981111568127706,,0.003303645130403057,0.01097508611359657,0.0060046179203395635,0.014318415765846462,0.0014269121869106682,0.003011534400326146,0.007999015646969802,0.001071077953957354,0.0005656077667377756,0.0011230870263652865,0.008697565967451585,0.005252134785016034,0.009353867767871293,0.0007523706696468417,0.000740517959740535,0.0007725670129671968,0.0036456616795066585,0.000887049471134197,0.004579875600410114,0.0011580450173441722,0.008316274409784823,0.000742229675380753,0.00613118531317948,0.002910715358165695,0.008411638711290387,0.0007574424002253449,0.0010829609518738141,0.0008011045280791709,0.008638483309016558,0.0007543587617755538,0.010324862443682312,0.0005613136278319221,0.0040253288241547764,0.0007361462143016885,0.00010179879678475931,0.005996185100582636,0.0008082284491393897,0.0005786202916494564,0.00814270895325764,0.0008321558100125633,0.0013101021186451589,0.0034255932115930753,0.004293208351011589,0.007393995080106057,0.0035772004706289178,0.004589977543542984,0.0032303354478027983,0.010816021966762604,0.008849704982823128,0.0007663888775472356,0.008620919465949957,0.013316595741330034,0.000821402453479136,0.011995404667851883,0.0007413823025913155,0.003232007040138744,0.008613148512430745,0.003292776203623878,0.0012763302838417936,0.0025731640155346497,0.0008492383675075002,0.0028648135894282756,0.009420918853259219,0.011781853646661514,0.000739188544336022,0.00115811080067704,0.0005814978186970103,0.00058934731988479,0.0009815150944648477,0.0007650105529517003,0.0007451866877664768,0.002688505499410899,0.008471527395341759,0.004351882597283458,0.0007423987688477531,0.008096425206959528,0.006493885893863205,0.0005747400392804807,0.0036150882233670274,0.0032114608943510725,0.0024611637543119195,0.003737475219093659,0.0007905125583413356,0.0008145112038120781,0.0006202613121216984,0.0007587907656164503,0.008569930200197251,0.008317229024143516,0.0024763342778583693,0.0013566998972869152,0.0008152342402346003,0.003017644929712087,0.0018133128549597038,0.0030893690151104175,0.0008260188598434439,0.0016276663686178243,0.0007387042828585015,0.0030540180833006788,0.0013765560388659228,0.0007397961941545322,0.0009806798968541503,0.009280609442460671,0.00151575393474909,0.0031743067300712626,0.002776307042533673,0.0007391712442027634,0.0009042798515556714,0.0007479748976512521,0.002719920674245238,0.0006836203688313669,0.0031492598500736414,0.0041421252466323855,0.0007436441318839637,0.0011099084797829494,0.0008215213055806108,0.0008294208817345092,0.0013900388818267261,0.004503936715939995,0.0013731353090290432,0.008469224068895345,0.0013173973512650061,0.0008079851554921906,0.0007393148826200047,0.0007395046957141192,0.0011653529432845621,0.0009383256156532319,0.010162118826765421,0.001163188169908934,0.0007345296331932353,0.0008335636850436729,0.0031743090479419388,0.0034537227248047694,0.003671738824641141,0.001217515446632579,0.0008051083524708265,0.0008549561073404332,0.0005883564272935465,0.0005905686433803567,0.0005837797456861694,0.0024432831681023147,0.001149814516759528,0.0035231161076551406,0.0008262475339923821,0.0008954489588878975,0.0009296800892943576,0.003727148726847137,0.003455543457926933,0.0007368570418240161,0.0008094991074266021,0.0027060641945388896,0.0005815768486565373,0.000756263073999073,0.0007411856438014932,0.0007439982482388376,0.0007622065473485332,0.0007424704157655537,0.0015931736531970492,0.0007386358513275256,0.01066907788151334,0.0014537385872398158,0.0034557147924185977,0.0007537379203109646,0.008163810034258954,0.009786592674239017,0.0007406363130069636,0.0012740558329419473,0.000740617862977277,0.004658723541300907,0.0007367618009726441,0.0007597217398433607,0.00353727328524996,0.0007346754924672274,0.008387615276528647,0.0010907165554928555,0.0017554155900937791,0.008103368413242435,0.0009789814125345428,0.001676588870323683,0.0007433965070399618,0.0009628106446243554,0.0007433609950188522,0.0010937036896153936,0.0026210288873558772,0.000742548560659472,0.0031655343759679445,0.000585625402062526,0.001451479367764516,0.0009853735166204759,0.0015863295629655488,0.008511713891885979,0.0013974520911027956,0.008884778177029162,0.0072875745132840964,0.0009120372681256358,0.001597187946790935,0.00137549706680376,0.0024450356157324684,0.00124723529195004,0.0010278759655246291,0.0012970163036964662,0.00909818055271928,0.0006952401785167207,0.00871785675817615,0.010313469406058135,0.0034553474759968306
