id,naslov,posredovanje,vrsta,obcina,velikost,cena,leto,sobe
o6237694,LJ. VIČ,prodaja,Stanovanje,Ljubljana,168.0,593000.0,2002.0,4.0
o6368701,LJ. VIČ,prodaja,Hiša,Ljubljana,170.0,400000.0,1938.0,
o6363437,LJ. VIČ,prodaja,Hiša,Ljubljana,170.0,400000.0,1939.0,
o6372583,LJ. VIČ,prodaja,Stanovanje,Ljubljana,170.9,775700.0,2020.0,3.0
o6373375,LJ. VIČ,prodaja,Stanovanje,Ljubljana,175.4,775700.0,2020.0,4.0
o6366543,LJ. VIČ,prodaja,Hiša,Ljubljana,228.4,498000.0,1920.0,
o6332969,LJ. VIČ,prodaja,Hiša,Ljubljana,240.0,389000.0,1985.0,
o6354745,LJ. VIČ,prodaja,Hiša,Ljubljana,243.0,529000.0,1985.0,
o6373416,LJ. VIČ,prodaja,Stanovanje,Ljubljana,265.9,394800.0,2018.0,3.0
o6246931,LJ. VIČ,prodaja,Hiša,Ljubljana,267.0,920000.0,2009.0,
o6343941,LJ. VIČ,prodaja,Hiša,Ljubljana,280.0,439000.0,1982.0,
o6160161,LJ. VIČ,prodaja,Hiša,Ljubljana,286.2,1500000.0,2007.0,
o6372626,LJ. VIČ,prodaja,Stanovanje,Ljubljana,288.0,588314.0,2020.0,4.0
o6298999,LJ. VIČ,prodaja,Hiša,Ljubljana,295.0,750000.0,2003.0,
o6348709,LJ. VIČ,prodaja,Hiša,Ljubljana,298.0,920000.0,2009.0,
o6238257,LJ. VIČ,prodaja,Poslovni prostor,Ljubljana,300.0,750000.0,1982.0,
o6350509,LJ. VIČ,prodaja,Hiša,Ljubljana,385.0,590000.0,1909.0,
o6312183,LJ. VIČ,prodaja,Hiša,Ljubljana,460.0,2100000.0,2002.0,
o6353926,LJ. VIČ,prodaja,Posest,Ljubljana,473.0,130000.0,,
o6365037,LJ. VIČ,prodaja,Hiša,Ljubljana,537.54,439000.0,1983.0,
o6221265,LJ. VIČ,prodaja,Posest,Ljubljana,544.0,300000.0,,
o6167425,LJ. VIČ,prodaja,Hiša,Ljubljana,593.0,1200000.0,1995.0,
o6334773,LJ. VIČ,prodaja,Posest,Ljubljana,677.0,300.0,,
o6348716,LJ. VIČ,prodaja,Poslovni prostor,Ljubljana,900.0,690000.0,1967.0,
o6091449,LJ. VIČ,prodaja,Posest,Ljubljana,1115.0,259000.0,,
o6152759,LJ. VIČ,prodaja,Posest,Ljubljana,1150.0,305000.0,,
o6370643,LJ. VIČ,prodaja,Posest,Ljubljana,1680.0,450.0,,
o6327631,LJ. VIČ,prodaja,Posest,Ljubljana,1770.0,180.0,,
o6363412,LJ. VIČ,prodaja,Posest,Ljubljana,3795.0,1709000.0,,
o5492378,LJ. VIČ,prodaja,Posest,Ljubljana,11110.0,19.0,,
o6216415,LJ. VIČ,prodaja,Posest,Ljubljana,15421.0,1392120.0,,
o6064141,LJ. VIČ,prodaja,Posest,Ljubljana,15681.0,4.0,,
o6366014,"LJ. VIČ, - BLIZU ZDRAVSTVENEGA DOMA",prodaja,Stanovanje,Ljubljana,67.0,159125.0,1926.0,1.5
o6207164,"LJ. VIČ, ABRAMOVA - B",prodaja,Stanovanje,Ljubljana,124.0,455000.0,2020.0,3.5
o6121323,"LJ. VIČ, BARJE",prodaja,Posest,Ljubljana,8000.0,8.0,,
o6291860,"LJ. VIČ, BLIŽINA INTERŠPARA",prodaja,Hiša,Ljubljana,243.0,575000.0,1985.0,
o6112569,"LJ. VIČ, BLIŽINA MURGEL",prodaja,Stanovanje,Ljubljana,90.0,160000.0,1990.0,3.5
o6341782,"LJ. VIČ, BRDO",prodaja,Stanovanje,Ljubljana,88.0,394800.0,2018.0,3.0
o6342375,"LJ. VIČ, BRDO",prodaja,Stanovanje,Ljubljana,129.3,391500.0,2018.0,3.0
o6351794,"LJ. VIČ, BRDO",prodaja,Stanovanje,Ljubljana,157.1,498000.0,2018.0,4.0
o6314817,"LJ. VIČ, BRDO - VRHOVCI",prodaja,Hiša,Ljubljana,180.0,398000.0,2019.0,
o6338539,"LJ. VIČ, BREZ PROVIZIJE",prodaja,Hiša,Ljubljana,210.0,345000.0,2019.0,
o6365311,"LJ. VIČ, BREZOVICA, ELITNA LOKACIJA",prodaja,Hiša,Ljubljana,295.0,398000.0,1998.0,
o6292681,"LJ. VIČ, CESTA DVEH CESARJEV",prodaja,Posest,Ljubljana,1940.0,180.0,,
o6346866,"LJ. VIČ, CESTA NA BRDO",prodaja,Posest,Ljubljana,1566.0,1750000.0,,
o6370862,"LJ. VIČ, CESTA V MESTNI LOG",prodaja,Garaža,Ljubljana,14.0,8000.0,2020.0,
o6200615,"LJ. VIČ, CESTA V MESTNI LOG",prodaja,Poslovni prostor,Ljubljana,1120.0,1600000.0,1980.0,
o6354911,"LJ. VIČ, ČRNA VAS",prodaja,Posest,Ljubljana,652.0,199.0,,
o6369554,"LJ. VIČ, ČRNA VAS",prodaja,Posest,Ljubljana,1468.0,140.0,,
o6263827,"LJ. VIČ, DOBROVA",prodaja,Posest,Ljubljana,1249.0,120.0,1249.0,
o6139807,"LJ. VIČ, DOLGI MOST",prodaja,Hiša,Ljubljana,292.0,700000.0,1935.0,
o6140224,"LJ. VIČ, DOLGI MOST",prodaja,Poslovni prostor,Ljubljana,760.0,650000.0,2000.0,
o6325097,"LJ. VIČ, DOLGI MOST, KOZARJE",prodaja,Hiša,Ljubljana,250.0,450000.0,2002.0,
o6360060,"LJ. VIČ, DVE PARKIRNI MESTI, VELIKA TERASA",prodaja,Stanovanje,Ljubljana,75.0,189000.0,2009.0,2.0
o6327954,"LJ. VIČ, GRBA",prodaja,Hiša,Ljubljana,42.0,229000.0,1930.0,
o6360655,"LJ. VIČ, GRBINA",prodaja,Stanovanje,Ljubljana,136.0,349000.0,1998.0,4.0
o6355122,"LJ. VIČ, JAMOVA - MERČNIKOVA",prodaja,Hiša,Ljubljana,152.0,400000.0,1939.0,
o6358579,"LJ. VIČ, JAMOVA CESTA",prodaja,Stanovanje,Ljubljana,67.6,179000.0,1965.0,2.0
o6307498,"LJ. VIČ, JAMOVA CESTA",prodaja,Stanovanje,Ljubljana,77.8,240000.0,1953.0,4.0
o6370642,"LJ. VIČ, KOLEZIJA, VRT, GARAZA",prodaja,Stanovanje,Ljubljana,48.5,149000.0,1931.0,2.0
o6247025,"LJ. VIČ, KOZARJE",prodaja,Hiša,Ljubljana,128.0,290000.0,2019.0,
o6363327,"LJ. VIČ, KOZARJE",prodaja,Hiša,Ljubljana,155.0,285000.0,1980.0,
o6190862,"LJ. VIČ, KOZARJE - DOLOMITSKEGA ODREDA",prodaja,Posest,Ljubljana,1598.0,490000.0,,
o6333866,"LJ. VIČ, MARTINOVA ULICA",prodaja,Stanovanje,Ljubljana,117.5,220000.0,1963.0,3.0
o6316901,"LJ. VIČ, MENCINGARJEVA OB GRADAŠČICI",prodaja,Stanovanje,Ljubljana,48.5,158000.0,1930.0,2.0
o6311395,"LJ. VIČ, MURGLE",prodaja,Hiša,Ljubljana,180.0,430000.0,2019.0,
o6244249,"LJ. VIČ, NOVA GRBINA",prodaja,Stanovanje,Ljubljana,100.96,279000.0,2002.0,3.0
o6269348,"LJ. VIČ, NOVA GRBINA",prodaja,Stanovanje,Ljubljana,106.0,279000.0,2002.0,3.0
o6300086,"LJ. VIČ, NOVA GRBINA",prodaja,Stanovanje,Ljubljana,148.1,425000.0,2002.0,
o6370434,"LJ. VIČ, OBRTNO POSLOVNA CONA",prodaja,Poslovni prostor,Ljubljana,810.0,690000.0,1972.0,
o6372001,"LJ. VIČ, ORAŽMOVA ULICA",prodaja,Stanovanje,Ljubljana,43.0,142000.0,1959.0,2.0
o6070919,"LJ. VIČ, POKLUKARJEVA",prodaja,Hiša,Ljubljana,191.0,559000.0,2005.0,
o6371155,"LJ. VIČ, POKLUKARJEVA ULICA",prodaja,Stanovanje,Ljubljana,126.8,400000.0,2009.0,4.0
o6268900,"LJ. VIČ, POLHOV GRADEC",prodaja,Hiša,Ljubljana,120.0,157000.0,1977.0,
o6344565,"LJ. VIČ, POSLOVNA CONA",prodaja,Poslovni prostor,Ljubljana,89.0,160000.0,1981.0,
o6218041,"LJ. VIČ, POSLOVNA CONA",prodaja,Poslovni prostor,Ljubljana,102.0,255000.0,1997.0,
o6363426,"LJ. VIČ, POSTOJNSKA ULICA",prodaja,Stanovanje,Ljubljana,146.4,460000.0,2004.0,3.0
o6273254,"LJ. VIČ, PRITLIČJE Z MANJŠO TERASO",prodaja,Stanovanje,Ljubljana,50.0,155000.0,2007.0,3.0
o6362266,"LJ. VIČ, ROŽNA DOLINA",prodaja,Hiša,Ljubljana,88.2,449000.0,1960.0,
o6369516,"LJ. VIČ, ROŽNA DOLINA",prodaja,Hiša,Ljubljana,156.0,540000.0,1997.0,
o6369436,"LJ. VIČ, ROŽNA DOLINA",prodaja,Hiša,Ljubljana,313.3,980000.0,1999.0,
o6368353,"LJ. VIČ, ROŽNA DOLINA",prodaja,Posest,Ljubljana,1348.0,950.0,,
o6335675,"LJ. VIČ, RUDNIK",prodaja,Posest,Ljubljana,1100.0,180.0,,
o6354908,"LJ. VIČ, RUDNIK",prodaja,Posest,Ljubljana,1255.0,199.0,,
o6309972,"LJ. VIČ, RUDNIK",prodaja,Posest,Ljubljana,2664.0,360000.0,1229.0,
o6322132,"LJ. VIČ, RUDNIK, ČRNA VAS",prodaja,Posest,Ljubljana,12947.0,446000.0,2936.0,
o6311851,"LJ. VIČ, TRNOVO - BLIŽINA CENTRA",prodaja,Posest,Ljubljana,1298.0,260000.0,,
o6341463,"LJ. VIČ, TRNOVO, OB VIPAVSKI ULICI",prodaja,Hiša,Ljubljana,182.0,539000.0,2020.0,
o5929559,"LJ. VIČ, TRNOVSKO PREDMESTJE",prodaja,Hiša,Ljubljana,568.4,695000.0,1943.0,
o6362111,"LJ. VIČ, TRŽAŠKA",prodaja,Hiša,Ljubljana,132.0,430000.0,1992.0,
o6361903,"LJ. VIČ, TRŽAŠKA",prodaja,Poslovni prostor,Ljubljana,146.0,355000.0,1890.0,
o6362109,"LJ. VIČ, TRŽAŠKA",prodaja,Posest,Ljubljana,1220.0,430000.0,,
o6373257,"LJ. VIČ, TRŽAŠKA CESTA",prodaja,Stanovanje,Ljubljana,54.5,195000.0,2001.0,2.0
o6258443,"LJ. VIČ, TRŽAŠKA CESTA",prodaja,Stanovanje,Ljubljana,89.99,230000.0,1846.0,3.0
o6188703,"LJ. VIČ, TURJAK",prodaja,Poslovni prostor,Ljubljana,586.0,450000.0,1994.0,
o6355314,"LJ. VIČ, V NEPOS. BLIŽINI ROŽNE DOLINE",prodaja,Stanovanje,Ljubljana,138.6,595600.0,2020.0,3.0
o6355313,"LJ. VIČ, V NEPOS. BLIŽINI ROŽNE DOLINE",prodaja,Stanovanje,Ljubljana,162.35,597800.0,2020.0,4.0
o6355318,"LJ. VIČ, V NEPOS. BLIŽINI ROŽNE DOLINE",prodaja,Stanovanje,Ljubljana,169.5,830200.0,2020.0,4.0
o6355321,"LJ. VIČ, V NEPOS. BLIŽINI ROŽNE DOLINE",prodaja,Stanovanje,Ljubljana,169.87,840400.0,2020.0,4.0
o6294781,"LJ. VIČ, VIKA CESTA",prodaja,Stanovanje,Ljubljana,87.3,195000.0,2009.0,2.0
o6325916,"LJ. VIČ, VIPAVSKA ULICA",prodaja,Hiša,Ljubljana,150.0,619000.0,2020.0,
o6370389,"LJ. VIČ, VIŠKA CESTA",prodaja,Stanovanje,Ljubljana,41.5,129900.0,1968.0,1.0
o6359851,"LJ. VIČ, VIŠKA CESTA 43",prodaja,Stanovanje,Ljubljana,102.6,359000.0,2005.0,4.0
o6297936,"LJ. VIČ, VRHOVCI",prodaja,Hiša,Ljubljana,206.0,350000.0,2002.0,
o6268818,"LJ. VIČ, Z BAZENOM",prodaja,Stanovanje,Ljubljana,127.0,580000.0,2002.0,4.0
o6178311,"LJ. VIČ, ZA INVESTICIJO",prodaja,Poslovni prostor,Ljubljana,183.0,300000.0,1878.0,
o6373254,"LJ. VIČ, ŽABARJEVA ULICA",prodaja,Stanovanje,Ljubljana,82.5,240000.0,1955.0,2.0
o6338285,LJUBEČNA,prodaja,Hiša,Celje,120.0,130000.0,1967.0,
o6368774,LJUBEČNA,prodaja,Hiša,Celje,150.0,140000.0,1898.0,
o6302586,LJUBEČNA,prodaja,Hiša,Celje,185.0,650000.0,2015.0,
o6306648,LJUBEČNA,prodaja,Posest,Celje,606.0,41500.0,,
o6264478,LJUBEČNA,prodaja,Posest,Celje,750.0,67.0,2019.0,
o6363176,LJUBIJA,prodaja,Hiša,Mozirje,140.0,243000.0,2019.0,
o5997700,"LJUBIJA, NA KOLOVRATU",prodaja,Hiša,Mozirje,284.0,150000.0,1997.0,
o6363259,LJUBNO OB SAVINJI,prodaja,Stanovanje,Ljubno,72.0,75000.0,1984.0,3.0
o6303091,LJUBNO OB SAVINJI,prodaja,Poslovni prostor,Ljubno,909.0,420000.0,1967.0,
o6351938,LJUBSTAVA,prodaja,Hiša,Videm,200.0,125000.0,1990.0,
o6369857,LJUBSTAVA,prodaja,Posest,Videm,104915.0,80000.0,,
o6367290,LJUBSTAVA,prodaja,Posest,Videm,119577.0,79900.0,,
o6307693,LJUTOMER,prodaja,Garaža,Ljutomer,20.0,6500.0,1970.0,
o6293170,LJUTOMER,prodaja,Stanovanje,Ljutomer,42.0,55000.0,1985.0,1.5
o6230761,LJUTOMER,prodaja,Stanovanje,Ljutomer,56.82,65784.0,2020.0,2.0
o6334596,LJUTOMER,prodaja,Stanovanje,Ljutomer,57.02,62784.0,2020.0,2.0
o6361516,LJUTOMER,prodaja,Stanovanje,Ljutomer,60.0,49900.0,1965.0,2.0
o6229630,LJUTOMER,prodaja,Stanovanje,Ljutomer,61.74,69748.0,2020.0,2.0
o6334594,LJUTOMER,prodaja,Stanovanje,Ljutomer,61.93,65784.0,2020.0,2.0
o6306167,LJUTOMER,prodaja,Poslovni prostor,Ljutomer,62.4,89900.0,2003.0,
o6321005,LJUTOMER,prodaja,Poslovni prostor,Ljutomer,70.0,37900.0,1832.0,
o6354711,LJUTOMER,prodaja,Hiša,Ljutomer,71.0,43700.0,1986.0,
o6351433,LJUTOMER,prodaja,Vikend,Ljutomer,71.0,43700.0,1986.0,
o6351276,LJUTOMER,prodaja,Stanovanje,Ljutomer,79.7,134900.0,1999.0,3.0
o6351294,LJUTOMER,prodaja,Hiša,Ljutomer,81.6,62000.0,1920.0,
o6347371,LJUTOMER,prodaja,Poslovni prostor,Ljutomer,93.2,120000.0,2002.0,
o6289651,LJUTOMER,prodaja,Počitniški objekt,Ljutomer,99.5,55000.0,1975.0,
o6342416,LJUTOMER,prodaja,Hiša,Ljutomer,109.0,129000.0,1999.0,
o6355695,LJUTOMER,prodaja,Hiša,Ljutomer,118.0,48000.0,1965.0,
o6187898,LJUTOMER,prodaja,Hiša,Ljutomer,127.6,52900.0,1948.0,
o6373358,LJUTOMER,prodaja,Hiša,Ljutomer,138.0,95000.0,1990.0,
o6351284,LJUTOMER,prodaja,Stanovanje,Ljutomer,138.6,129900.0,1999.0,
o6373746,LJUTOMER,prodaja,Hiša,Ljutomer,150.0,130000.0,1952.0,
o6170084,LJUTOMER,prodaja,Hiša,Ljutomer,150.0,35990.0,1967.0,
o6303910,LJUTOMER,prodaja,Poslovni prostor,Ljutomer,624.0,800000.0,1960.0,
o6344522,LJUTOMER,prodaja,Posest,Ljutomer,947.0,58000.0,2020.0,
o6310969,LJUTOMER,prodaja,Poslovni prostor,Ljutomer,6000.0,1130000.0,2018.0,
o6318481,LJUTOMER,prodaja,Posest,Ljutomer,30000.0,22.0,,
o6367753,"LJUTOMER, JURŠEVKA",prodaja,Hiša,Ljutomer,366.0,285000.0,1976.0,
o6165367,"LJUTOMER, JURŠEVKA",prodaja,Posest,Ljutomer,947.0,58000.0,,
o6361616,"LJUTOMER, KRIŽEVCI PRI LJUTOMERU",prodaja,Hiša,Ljutomer,699.3,490000.0,1998.0,
o6011602,"LJUTOMER, KRIŽEVCI PRI LJUTOMERU",prodaja,Posest,Ljutomer,3903.0,58600.0,,
o6369713,"LJUTOMER, MIKLOŠIČEV TRG",prodaja,Stanovanje,Ljutomer,42.5,52000.0,2001.0,1.5
o6248966,"LJUTOMER, TRG JAKOBA BABIČA",prodaja,Hiša,Ljutomer,200.0,29000.0,1799.0,
o6320628,"LJUTOMER, ULICA RADA PUŠENJAKLA",prodaja,Posest,Ljutomer,1300.0,100.0,,
o6368343,"LJUTOMER, UŽIŠKA 7",prodaja,Stanovanje,Ljutomer,56.39,49900.0,1976.0,2.0
o5728204,"LJUTOMER, UŽIŠKA ULICA",prodaja,Poslovni prostor,Ljutomer,287.0,133000.0,1979.0,
o6296269,"LJUTOMER, VERŽEJ",prodaja,Hiša,Ljutomer,188.0,125000.0,1986.0,
o6345351,LOBČEK,prodaja,Hiša,Grosuplje,108.0,189000.0,2020.0,
o6345340,LOBČEK,prodaja,Hiša,Grosuplje,108.0,178000.0,2020.0,
o6373823,LOBORIKA,prodaja,Hiša,Mirna,320.0,650000.0,2019.0,
o6363246,LOČE PRI POLJČANAH,prodaja,Poslovni prostor,Slovenske Konjice,1208.0,790000.0,2004.0,
o6292839,"LOČE PRI POLJČANAH, KLOKOČOVNIK",prodaja,Vikend,Slovenske Konjice,76.5,29900.0,1928.0,
o6345862,LOČICA OB SAVINJI,prodaja,Posest,Polzela,600.0,31200.0,,
o6340880,LOČICA OB SAVINJI,prodaja,Posest,Polzela,3222.0,270800.0,,
o6326293,"LOČICA OB SAVINJI, POLZELA",prodaja,Hiša,Polzela,161.0,87700.0,1950.0,
o6327517,"LOČICA OB SAVINJI, POLZELA",prodaja,Hiša,Polzela,200.0,199000.0,1995.0,
o6196492,"LOČICA OB SAVINJI, POLZELA",prodaja,Poslovni prostor,Polzela,1720.8,180000.0,1960.0,
o6247292,"LOČICA OB SAVINJI, POLZELA",prodaja,Posest,Polzela,3132.0,180000.0,,
o6284516,"LOČIČ, TRNOVSKA VAS",prodaja,Posest,Trnovska vas,745.0,22000.0,,
o6150222,LOČKI VRH,prodaja,Hiša,Destrnik,200.0,139000.0,1977.0,
o6367920,LOČNIK 14MIN IZ NOVE GORICE,prodaja,Stanovanje,,111.0,129000.0,2016.0,2.0
o6247341,LOČNIK PRI GORICI - LUCINICO IT,prodaja,Stanovanje,,74.0,109000.0,2016.0,2.0
o6279329,LOČNIK PRI GORICI - LUCINICO IT,prodaja,Stanovanje,,97.0,129000.0,2016.0,3.0
o6368086,LOG,prodaja,Hiša,Ruše,354.6,59000.0,1850.0,
o6358799,LOG,prodaja,Posest,Ruše,727.0,36.0,,
o6276200,LOG,prodaja,Posest,Ruše,727.0,38.0,,
o6358802,LOG,prodaja,Posest,Ruše,753.0,43.0,,
o6358798,LOG,prodaja,Posest,Ruše,767.0,36.0,,
o6276195,LOG,prodaja,Posest,Ruše,767.0,36.0,,
o6358801,LOG,prodaja,Posest,Ruše,773.0,38.0,,
o6276198,LOG,prodaja,Posest,Ruše,773.0,38.0,,
o6368092,LOG,prodaja,Posest,Ruše,1548.0,59000.0,1850.0,
o6259771,LOG,prodaja,Posest,Kranjska Gora,2237.0,590000.0,2237.0,
o6362689,LOG NAD ŠKOFJO LOKO,prodaja,Hiša,Škofja Loka,140.0,253000.0,2008.0,
o6348237,LOG POD MANGARTOM,prodaja,Poslovni prostor,Bovec,246.0,240000.0,1901.0,
o6348239,LOG POD MANGARTOM,prodaja,Hiša,Bovec,246.0,240000.0,1901.0,
o6278686,LOG POD MANGARTOM,prodaja,Hiša,Bovec,246.2,240000.0,1901.0,
o6365093,LOG POD MANGARTOM,prodaja,Poslovni prostor,Bovec,854.7,910000.0,2007.0,
o6311771,LOG POD MANGARTOM,prodaja,Poslovni prostor,Bovec,854.7,910000.0,2007.0,
o6232032,LOG PRI BREZOVICI,prodaja,Hiša,Ig,151.0,320000.0,2007.0,
o6343179,LOG PRI BREZOVICI,prodaja,Hiša,Ig,161.3,370000.0,1886.0,
o6306199,LOG PRI BREZOVICI,prodaja,Poslovni prostor,Ig,163.0,179300.0,1987.0,
o6221262,LOG PRI BREZOVICI,prodaja,Hiša,Ig,200.0,214900.0,1980.0,
o5532937,LOG PRI BREZOVICI,prodaja,Hiša,Ig,240.0,380000.0,1991.0,
o6203007,LOG PRI BREZOVICI,prodaja,Posest,Ig,243.0,100.0,,
o6202992,LOG PRI BREZOVICI,prodaja,Posest,Ig,333.0,100.0,,
o6347669,LOG PRI BREZOVICI,prodaja,Posest,Ig,534.0,110000.0,,
o6113356,LOG PRI BREZOVICI,prodaja,Posest,Ig,1043.0,60.0,,
o6345883,LOG PRI BREZOVICI,prodaja,Posest,Ig,20355.0,70.0,,
o6343187,LOG PRI BREZOVICI,prodaja,Posest,Ig,40000.0,370000.0,,
o6355033,LOG PRI BREZOVICI,prodaja,Posest,Ig,40000.0,370000.0,,
o6206567,"LOG PRI BREZOVICI, OKOLICA",prodaja,Hiša,Ig,195.5,329000.0,1994.0,
o6340917,"LOG PRI BREZOVICI, RAZGLED, PARCELA ZA GRADNJO",prodaja,Hiša,Ig,200.0,150000.0,2020.0,
o6359586,"LOG PRI BREZOVICI, RAZGLED, RAVNA PARCELA",prodaja,Posest,Ig,1212.0,150000.0,,
o5512267,LOG PRI POLHOVEM GRADCU,prodaja,Posest,Dobrna,53640.0,140000.0,4500.0,
o6370706,"LOG, BISTRICA OB DRAVI",prodaja,Hiša,Ruše,187.9,159000.0,1800.0,
o6373164,LOGATEC,prodaja,Poslovni prostor,Logatec,16.0,16000.0,1888.0,
o6361081,LOGATEC,prodaja,Stanovanje,Logatec,47.0,99500.0,2004.0,1.5
o6369773,LOGATEC,prodaja,Stanovanje,Logatec,52.11,132000.0,2004.0,2.5
o6373890,LOGATEC,prodaja,Vikend,Logatec,70.0,175000.0,1970.0,
o6373736,LOGATEC,prodaja,Hiša,Logatec,70.0,175000.0,1970.0,
o6361893,LOGATEC,prodaja,Stanovanje,Logatec,96.0,185000.0,2008.0,3.0
o6362394,LOGATEC,prodaja,Stanovanje,Logatec,96.0,184100.0,2009.0,3.5
o6358669,LOGATEC,prodaja,Stanovanje,Logatec,101.0,122000.0,2012.0,3.0
o6306200,LOGATEC,prodaja,Stanovanje,Logatec,101.0,155000.0,1980.0,3.5
o6344488,LOGATEC,prodaja,Stanovanje,Logatec,108.0,148000.0,1985.0,2.5
o6326534,LOGATEC,prodaja,Stanovanje,Logatec,124.0,160000.0,1991.0,3.0
o6147278,LOGATEC,prodaja,Poslovni prostor,Logatec,140.0,126000.0,1992.0,
o6362796,LOGATEC,prodaja,Hiša,Logatec,159.4,170100.0,2019.0,
o6323024,LOGATEC,prodaja,Hiša,Logatec,162.0,174100.0,2019.0,
o6355840,LOGATEC,prodaja,Hiša,Logatec,162.0,172100.0,2019.0,
o6352654,LOGATEC,prodaja,Hiša,Logatec,164.2,174100.0,2020.0,
o6304972,LOGATEC,prodaja,Hiša,Logatec,220.0,220000.0,1956.0,
o6322184,LOGATEC,prodaja,Poslovni prostor,Logatec,260.0,390.0,1985.0,
o6195380,LOGATEC,prodaja,Poslovni prostor,Logatec,273.4,232390.0,1992.0,
o6209685,LOGATEC,prodaja,Poslovni prostor,Logatec,273.4,232300.0,1992.0,
o6327672,LOGATEC,prodaja,Hiša,Logatec,320.0,1200.0,2020.0,
o6321925,LOGATEC,prodaja,Poslovni prostor,Logatec,378.0,470000.0,2019.0,
o6034783,LOGATEC,prodaja,Hiša,Logatec,450.0,290000.0,2013.0,
o6146195,LOGATEC,prodaja,Hiša,Logatec,450.0,290000.0,2013.0,
o6136782,LOGATEC,prodaja,Hiša,Logatec,450.0,290000.0,2013.0,
o6230458,LOGATEC,prodaja,Hiša,Logatec,450.0,259000.0,2013.0,
o6355732,LOGATEC,prodaja,Hiša,Logatec,453.0,290000.0,1986.0,
o6372003,LOGATEC,prodaja,Hiša,Logatec,476.8,850000.0,2014.0,
o6253591,LOGATEC,prodaja,Posest,Logatec,613.0,75.0,,
o6075642,LOGATEC,prodaja,Posest,Logatec,623.0,75.0,,
o5834726,LOGATEC,prodaja,Posest,Logatec,653.0,49000.0,,
o6271952,LOGATEC,prodaja,Posest,Logatec,657.0,62415.0,,
o6069908,LOGATEC,prodaja,Posest,Logatec,707.0,67.0,,
o6077200,LOGATEC,prodaja,Posest,Logatec,725.0,58.0,,
o5828580,LOGATEC,prodaja,Posest,Logatec,731.0,55.0,,
o6339211,LOGATEC,prodaja,Posest,Logatec,741.0,110.0,,
o6369301,LOGATEC,prodaja,Posest,Logatec,760.0,78000.0,,
o6091601,LOGATEC,prodaja,Posest,Logatec,771.0,90.0,,
o6325472,LOGATEC,prodaja,Posest,Logatec,842.0,120.0,,
o6047575,LOGATEC,prodaja,Posest,Logatec,951.0,60.0,,
o6075640,LOGATEC,prodaja,Posest,Logatec,980.0,40.0,,
o5922485,LOGATEC,prodaja,Posest,Logatec,996.0,50.0,,
o6345370,LOGATEC,prodaja,Posest,Logatec,1046.0,90.0,,
o5719925,LOGATEC,prodaja,Posest,Logatec,1265.0,120.0,,
o5938986,LOGATEC,prodaja,Posest,Logatec,1320.0,70.0,,
o6372007,LOGATEC,prodaja,Posest,Logatec,1484.0,165000.0,,
o5989802,LOGATEC,prodaja,Posest,Logatec,1487.0,62.0,,
o6366445,LOGATEC,prodaja,Poslovni prostor,Logatec,1500.0,550.0,1995.0,
o6306179,LOGATEC,prodaja,Poslovni prostor,Logatec,1800.0,690000.0,1260.0,
o6302863,LOGATEC,prodaja,Posest,Logatec,1872.0,60000.0,,
o6077203,LOGATEC,prodaja,Posest,Logatec,2032.0,45.0,,
o6163323,LOGATEC,prodaja,Posest,Logatec,2135.0,55.0,,
o6195567,LOGATEC,prodaja,Posest,Logatec,2300.0,790000.0,,
o6252684,LOGATEC,prodaja,Posest,Logatec,2376.0,163000.0,,
o5927682,LOGATEC,prodaja,Posest,Logatec,2500.0,60.0,,
o6176257,LOGATEC,prodaja,Posest,Logatec,2755.0,48.0,,
o6247053,LOGATEC,prodaja,Posest,Logatec,3448.0,172000.0,,
o6344491,LOGATEC,prodaja,Posest,Logatec,4400.0,900000.0,,
o6254328,LOGATEC,prodaja,Posest,Logatec,4771.0,85.0,,
o5881226,LOGATEC,prodaja,Posest,Logatec,5829.0,105.0,,
o6364387,LOGATEC,prodaja,Posest,Logatec,11009.0,950000.0,,
o6231810,LOGATEC,prodaja,Posest,Logatec,15000.0,100.0,,
o6368390,"LOGATEC, BLEKOVA VAS",prodaja,Posest,Logatec,4782.0,380000.0,,
o6153074,"LOGATEC, CENTER",prodaja,Poslovni prostor,Logatec,80.0,69000.0,1895.0,
o6305066,"LOGATEC, CENTER MESTA",prodaja,Poslovni prostor,Logatec,237.0,206180.0,1950.0,
o6359584,"LOGATEC, CENTER OB POTOKU",prodaja,Posest,Logatec,425.0,60000.0,,
o6359585,"LOGATEC, CENTER OB POTOKU",prodaja,Posest,Logatec,853.0,120000.0,,
o5993161,"LOGATEC, CONA",prodaja,Posest,Logatec,8500.0,85.0,,
o6257623,"LOGATEC, ČUDOVITA SONČNA PARCELA V CENTRU LOGATCA",prodaja,Posest,Logatec,842.0,120.0,,
o6328143,"LOGATEC, DOBRA LOKACIJA",prodaja,Hiša,Logatec,362.5,389000.0,2000.0,
o6372453,"LOGATEC, DVE ENOTI",prodaja,Stanovanje,Logatec,70.89,75000.0,1967.0,2.0
o6372463,"LOGATEC, DVE ENOTI",prodaja,Stanovanje,Logatec,128.22,125000.0,1967.0,4.5
o6370910,"LOGATEC, DVODRUŽINSKA, DVE ENOTI, RAZGLED",prodaja,Hiša,Logatec,232.0,220000.0,1968.0,
