id,naslov,posredovanje,vrsta,obcina,velikost,cena,leto,sobe
o6358608,BTC,oddaja,Poslovni prostor,Ljubljana,220.8,12.0,1980.0,
o6358609,BTC,oddaja,Poslovni prostor,Ljubljana,537.0,12.0,1980.0,
o6370675,"GMAJNICA, KOMENDA - SONČNA ALEJA",oddaja,Hiša,Komenda,160.0,1500.0,2020.0,
o6143752,"KOMENDA, POSLOVNA CONA ŽEJE PRI KOMENDI",oddaja,Poslovni prostor,Komenda,250.0,6.9,2017.0,
o6348188,LJ. BEŽIGRAD,oddaja,Poslovni prostor,Ljubljana,195.96,2000.0,2010.0,
o6367167,"LJ. BEŽIGRAD, KADILNIKOVA",oddaja,Stanovanje,Ljubljana,90.7,1050.0,2006.0,3.5
o6373322,LJ. CENTER,oddaja,Poslovni prostor,Ljubljana,184.5,1900.0,2002.0,
o6332866,LJ. CENTER,oddaja,Poslovni prostor,Ljubljana,349.8,15.0,2008.0,
o6350389,"LJ. CENTER, MIKLOŠIČEVA CESTA",oddaja,Poslovni prostor,Ljubljana,52.35,14.0,1949.0,
o6350399,"LJ. CENTER, MIKLOŠIČEVA CESTA",oddaja,Poslovni prostor,Ljubljana,178.2,14.0,1949.0,
o6350402,"LJ. CENTER, MIKLOŠIČEVA CESTA",oddaja,Poslovni prostor,Ljubljana,180.9,14.0,1949.0,
o6350408,"LJ. CENTER, MIKLOŠIČEVA CESTA",oddaja,Poslovni prostor,Ljubljana,448.7,14.0,1949.0,
o6328811,"LJ. CENTER, MIKLOŠIČEVA CESTA",oddaja,Poslovni prostor,Ljubljana,992.45,14.0,1949.0,
o6349365,LJ. MOSTE,oddaja,Poslovni prostor,Ljubljana,136.0,1500.0,2003.0,
o6348180,LJ. MOSTE,oddaja,Poslovni prostor,Ljubljana,161.0,2000.0,2021.0,
o6353699,LJ. ŠIŠKA,oddaja,Stanovanje,Ljubljana,56.0,550.0,2019.0,1.0
o6356471,LJ. ŠIŠKA,oddaja,Poslovni prostor,Ljubljana,275.7,10.0,1980.0,
o6373115,"LJ. ŠIŠKA, MOSTEC - ČERNIGOJEVA ULICA",oddaja,Stanovanje,Ljubljana,42.71,620.0,2001.0,1.0
o6372461,"LJ. ŠIŠKA, OB CELOVŠKI CESTI ZA MCDONALDSOM",oddaja,Poslovni prostor,Ljubljana,70.0,5.0,1972.0,
o6358614,POBREŽJE,oddaja,Poslovni prostor,Maribor,300.0,10.0,2020.0,
o6361096,"SAVSKO NASELJE, BEŽIGRAD",oddaja,Stanovanje,Ljubljana,77.0,750.0,1969.0,3.0
o6225422,"SP. ŠIŠKA, MAZIJEVA ULICA",oddaja,Stanovanje,Ljubljana,60.0,850.0,1935.0,2.0
o6201457,VELENJE,oddaja,Poslovni prostor,Velenje,360.23,6.0,2005.0,
o6370540,VERD,oddaja,Poslovni prostor,Vrhnika,1802.0,7.0,1980.0,
o6333829,"ZAGORJE OB SAVI, CENTER",oddaja,Poslovni prostor,Zagorje ob Savi,16.5,180.0,1900.0,
o6332955,"ZAGORJE OB SAVI, CENTER",oddaja,Poslovni prostor,Zagorje ob Savi,38.6,250.0,1996.0,
o6351050,"ŽALEC, NAD KAVARNO DOBNIK",oddaja,Poslovni prostor,Žalec,25.0,9.0,2000.0,
o6322859,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,36.3,500.0,2007.0,
o6244873,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,60.0,300.0,2000.0,
o6305285,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,72.0,7.0,2005.0,
o6220669,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,97.8,8.0,1995.0,
o6222174,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,109.0,550.0,1991.0,
o6273406,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,111.3,10.0,1990.0,
o6306678,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,111.3,10.0,1990.0,
o6359308,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,136.2,13.0,2020.0,
o6233541,AJDOVŠČINA,oddaja,Posest,Ajdovščina,175.0,100.0,,
o6351631,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,258.0,1500.0,1996.0,
o6323022,AJDOVŠČINA,oddaja,Poslovni prostor,Ajdovščina,720.0,10.0,1980.0,
o6058604,"AJDOVŠČINA, C2",oddaja,Poslovni prostor,Ajdovščina,43.5,350.0,1990.0,
o6334183,"AJDOVŠČINA, CENTER",oddaja,Poslovni prostor,Ajdovščina,63.0,800.0,2007.0,
o6240837,"AJDOVŠČINA, CENTER",oddaja,Poslovni prostor,Ajdovščina,110.0,800.0,1990.0,
o6366165,ANKARAN,oddaja,Stanovanje,Cankova,35.0,375.0,2010.0,
o6368988,ANKARAN,oddaja,Stanovanje,Cankova,53.0,750.0,2008.0,1.0
o6314572,ANKARAN,oddaja,Stanovanje,Cankova,65.0,900.0,2010.0,2.0
o6315572,"ANKARAN, OLTRA",oddaja,Stanovanje,Cankova,65.0,900.0,2009.0,2.0
o6367265,"ANKARAN, SONČNI PARK",oddaja,Garaža,Cankova,15.0,75.0,1992.0,
o6329007,ARCLIN,oddaja,Poslovni prostor,Vojnik,23.28,200.0,1975.0,
o6329003,ARCLIN,oddaja,Poslovni prostor,Vojnik,73.7,500.0,1975.0,
o6357665,"ARJA VAS, TAKOJ PRI IZVOZU IZ AC ZA ŽALEC",oddaja,Poslovni prostor,Žalec,93.0,740.0,2000.0,
o6364414,"ARNOVO SELO, 43",oddaja,Stanovanje,Brežice,25.0,130.0,1997.0,
o6354805,"ARTIČE, SPODNJA POHANCA 15A",oddaja,Poslovni prostor,Brežice,400.0,4.5,1996.0,
o6354806,"ARTIČE, SPODNJA POHANCA 15A, ARTIČE",oddaja,Poslovni prostor,Brežice,200.0,4.5,1996.0,
o6261264,"BANOVCI, V BLIŽINI TERM",oddaja,Poslovni prostor,Veržej,52.2,300.0,2009.0,
o6254430,BAŠANIJA,oddaja,Stanovanje,Grad,63.0,700.0,2017.0,3.0
o6332124,"BAŠKA, ZAROK",oddaja,Stanovanje,Laško,40.0,1750.0,2008.0,2.0
o6319261,"BAZGALJI, SREDNJA ISTRA PAZIN ŽMINJ",oddaja,Hiša,Apače,75.0,150.0,38.0,
o6361967,"BEČ, 4KM OD RAKITNE",oddaja,Stanovanje,Cerknica,70.0,550.0,2018.0,3.0
o6365220,BEGUNJE NA GORENJSKEM,oddaja,Stanovanje,Radovljica,74.0,700.0,2019.0,3.0
o6367407,"BEGUNJE NA GORENJSKEM, DOLINA DRAGA",oddaja,Hiša,Radovljica,140.0,1000.0,1960.0,
o6366424,BENEDIKT,oddaja,Poslovni prostor,Benedikt,9.8,150.0,2003.0,
o6306881,"BERTOKI, OBRTNA CONA SERMIN",oddaja,Poslovni prostor,Komen,40.0,650.0,2014.0,
o6340010,"BERTOKI, OIC",oddaja,Poslovni prostor,Komen,22.9,300.0,2014.0,
o6370169,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,78.0,702.0,2014.0,
o6315413,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,95.0,1045.0,2014.0,
o6315409,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,111.0,1221.0,2014.0,
o6349347,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,175.0,1400.0,2014.0,
o6333698,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,175.0,8.0,2014.0,
o6315115,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,206.0,2266.0,2014.0,
o6333694,"BERTOKI, OIC SERMIN",oddaja,Poslovni prostor,Komen,380.0,8.0,2014.0,
o6372607,"BEZOVJE PRI ŠENTJURJU, SLOVENIJA",oddaja,Stanovanje,Šentjur,90.0,150.0,2015.0,2.5
o5774060,BEŽIGRAJSKI DVOR,oddaja,Poslovni prostor,Ljubljana,65.04,500.0,2000.0,
o6309454,BEŽIGRAJSKI DVOR,oddaja,Poslovni prostor,Ljubljana,169.9,11.0,1998.0,
o6370190,BEŽIGRAJSKI DVOR,oddaja,Poslovni prostor,Ljubljana,170.0,1870.0,1996.0,
o6300694,BEŽIGRAJSKI DVOR,oddaja,Poslovni prostor,Ljubljana,170.0,11.0,1996.0,
o6321661,BEŽIGRAJSKI DVOR,oddaja,Poslovni prostor,Ljubljana,195.0,10.26,1988.0,
o6323726,"BEŽIGRAJSKI DVOR, DUNAJSKA 56",oddaja,Poslovni prostor,Ljubljana,170.0,11.0,1997.0,
o6348848,"BEŽIGRAJSKI DVOR, DUNAJSKA CESTA",oddaja,Poslovni prostor,Ljubljana,170.0,11.0,1997.0,
o6323727,"BEŽIGRAJSKI DVOR, DUNAJSKA CESTA 56",oddaja,Poslovni prostor,Ljubljana,170.0,11.0,1997.0,
o6360521,"BEŽIGRAJSKI DVOR, KRŽIČEVA ULICA 9",oddaja,Poslovni prostor,Ljubljana,124.0,11.78,1996.0,
o6370743,"BEŽIGRAJSKI DVOR, PERIČEVA ULICA 33",oddaja,Garaža,Ljubljana,11.3,50.0,1996.0,
o6285835,BIČ,oddaja,Posest,Trebnje,2800.0,0.5,,
o6327740,"BIČ, ŠENTVID PRI STIČNI",oddaja,Poslovni prostor,Trebnje,487.0,2.0,1900.0,
o6336372,BIRČNA VAS,oddaja,Poslovni prostor,Novo mesto,264.0,2000.0,1968.0,
o6355401,BISTRICA PRI TRŽIČU,oddaja,Poslovni prostor,Tržič,120.0,6.0,2012.0,
o6373880,"BISTRICA PRI TRŽIČU, KOVORSKA CESTA",oddaja,Stanovanje,Tržič,87.3,500.0,1974.0,3.0
o6373595,BIZOVIK,oddaja,Stanovanje,Ljubljana,50.0,400.0,1985.0,1.5
o6351515,BIZOVIK,oddaja,Stanovanje,Ljubljana,100.0,750.0,1977.0,3.0
o6316214,BIZOVIK,oddaja,Stanovanje,Ljubljana,105.5,1500.0,2005.0,
o6371662,"BLAGOVICA, ČEŠNJICE",oddaja,Poslovni prostor,Lukovica,858.0,1700.0,1999.0,
o6297862,"BLATNA BREZOVICA, VRHNIKA",oddaja,Stanovanje,Vrhnika,180.0,990.0,2008.0,4.0
o6359134,BLED,oddaja,Stanovanje,Bled,16.0,270.0,1938.0,
o6364126,BLED,oddaja,Poslovni prostor,Bled,22.7,325.0,1990.0,
o6365550,BLED,oddaja,Stanovanje,Bled,25.0,400.0,2018.0,
o6327973,BLED,oddaja,Poslovni prostor,Bled,31.5,700.0,1989.0,
o6371945,BLED,oddaja,Stanovanje,Bled,36.0,450.0,2018.0,
o6361832,BLED,oddaja,Stanovanje,Bled,37.1,570.0,2019.0,
o6334909,BLED,oddaja,Stanovanje,Bled,38.0,500.0,2019.0,1.0
o6320124,BLED,oddaja,Stanovanje,Bled,38.0,500.0,1978.0,1.0
o6366878,BLED,oddaja,Stanovanje,Bled,40.0,650.0,1985.0,2.0
o6373718,BLED,oddaja,Stanovanje,Bled,43.0,300.0,1906.0,
o6330120,BLED,oddaja,Stanovanje,Bled,45.0,500.0,2006.0,1.0
o6327975,BLED,oddaja,Poslovni prostor,Bled,50.0,500.0,1989.0,
o6371855,BLED,oddaja,Stanovanje,Bled,54.0,600.0,2016.0,2.0
o6285984,BLED,oddaja,Stanovanje,Bled,55.0,800.0,1900.0,2.0
o6369742,BLED,oddaja,Stanovanje,Bled,58.1,650.0,2010.0,1.5
o6328065,BLED,oddaja,Stanovanje,Bled,60.3,800.0,2019.0,2.5
o6299510,BLED,oddaja,Stanovanje,Bled,60.3,800.0,2019.0,2.5
o6335220,BLED,oddaja,Hiša,Bled,66.0,990.0,1990.0,
o6361110,BLED,oddaja,Stanovanje,Bled,80.0,700.0,1960.0,3.0
o6285990,BLED,oddaja,Stanovanje,Bled,115.0,1700.0,1900.0,3.0
o6369565,BLED,oddaja,Poslovni prostor,Bled,119.4,1000.0,1989.0,
o6365370,BLED,oddaja,Hiša,Bled,175.0,1450.0,1961.0,
o6284832,"BLED, BLIŽINA CENTRA",oddaja,Stanovanje,Bled,30.0,420.0,1991.0,
o5794543,"BLED, BODEŠČE",oddaja,Počitniški objekt,Bled,80.0,55.0,2008.0,
o6364888,"BLED, CENTER",oddaja,Poslovni prostor,Bled,24.0,450.0,1870.0,
o6299045,"BLED, GRAJSKA CESTA 24",oddaja,Stanovanje,Bled,22.0,200.0,1979.0,
o6371346,"BLED, KAJUHOVA 23, DOBE",oddaja,Stanovanje,Bled,26.0,350.0,1970.0,1.0
o6369405,"BLED, LJUBLJANSKA CESTA 1",oddaja,Stanovanje,Bled,35.0,400.0,2018.0,1.0
o6370604,"BLED, PRESERNOVA CESTA 11",oddaja,Stanovanje,Bled,55.0,530.0,1960.0,2.5
o6363690,"BLED, STANOVANJSKI OBJEKT BLEJSKI BISER",oddaja,Stanovanje,Bled,59.4,700.0,2019.0,2.5
o6367097,"BLED, TC",oddaja,Poslovni prostor,Bled,17.2,150.0,1987.0,
o6373159,"BLED, ULICA JULE VOVK MOLNAR 5",oddaja,Stanovanje,Bled,42.0,500.0,2019.0,
o6333274,BOHINJSKA BELA,oddaja,Počitniški objekt,Bled,178.0,170.0,2019.0,
o6366295,BOHINJSKA BISTRICA,oddaja,Stanovanje,Bohinj,54.0,450.0,2006.0,2.0
o6369805,BOHINJSKA BISTRICA,oddaja,Stanovanje,Bohinj,55.0,550.0,1987.0,3.0
o6364461,"BOHINJSKA BISTRICA, JELOVSKA CESTA 3",oddaja,Stanovanje,Bohinj,45.0,450.0,2005.0,1.5
o6362471,"BOHINJSKA BISTRICA, JELOVŠKA CESTA 40",oddaja,Stanovanje,Bohinj,46.0,680.0,1985.0,2.0
o6359846,"BONINI, SPODNJI",oddaja,Stanovanje,Komen,55.0,550.0,1990.0,1.5
o6373738,BOROVNICA,oddaja,Stanovanje,Borovnica,75.0,450.0,1953.0,2.5
o6366473,BOŠAMARIN,oddaja,Hiša,Komen,106.0,800.0,1979.0,
o6372028,BOVEC,oddaja,Stanovanje,Bovec,67.0,550.0,1900.0,2.5
o6293383,BRANIK,oddaja,Poslovni prostor,Nova Gorica,380.0,5.0,1960.0,
o6371375,BRDO,oddaja,Stanovanje,Ljubljana,11.0,250.0,2020.0,
o6371025,BRDO,oddaja,Stanovanje,Ljubljana,13.0,160.0,1974.0,
o6351383,BRDO,oddaja,Stanovanje,Ljubljana,40.0,600.0,2002.0,2.0
o6371448,BRDO,oddaja,Hiša,Ljubljana,399.9,5000.0,1998.0,
o6333904,BRDO,oddaja,Hiša,Ljubljana,580.0,5000.0,1998.0,
o6372617,"BRDO, PRI IHANU",oddaja,Stanovanje,Domžale,120.0,750.0,2017.0,4.0
o6209231,"BRDO, TEHNOLOŠKI PARK 24, LJ.",oddaja,Poslovni prostor,Ljubljana,25.0,11.0,2007.0,
o6372746,"BRDO, VRHOVCI",oddaja,Stanovanje,Ljubljana,16.0,190.0,1962.0,
o6368655,"BRDO, ZELENI GAJ",oddaja,Stanovanje,Ljubljana,49.0,750.0,2015.0,2.0
o6357921,"BRDO, ZELENI GAJ",oddaja,Stanovanje,Ljubljana,74.2,950.0,2017.0,2.0
o6360469,BREZJE PRI GROSUPLJEM,oddaja,Garaža,Grosuplje,14.0,50.0,2007.0,
o6369846,BREZJE PRI LIPOGLAVU,oddaja,Hiša,Ljubljana,60.0,300.0,1995.0,
o6363888,BREZJE PRI LOČAH,oddaja,Garaža,Slovenske Konjice,15.0,3.0,2000.0,
o6362324,BREZJE PRI LOČAH,oddaja,Garaža,Slovenske Konjice,100.0,3.0,2020.0,
o6363343,BREZNO,oddaja,Poslovni prostor,Laško,1500.0,2.7,1980.0,
o6330616,BREZOVICA PRI LJUBLJANI,oddaja,Stanovanje,Brezovica,10.0,150.0,1990.0,
o6369880,BREZOVICA PRI LJUBLJANI,oddaja,Stanovanje,Brezovica,23.0,280.0,1975.0,1.0
o6367424,BREZOVICA PRI LJUBLJANI,oddaja,Stanovanje,Brezovica,25.0,450.0,2020.0,1.0
o6268490,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,31.0,13.0,1800.0,
o6372038,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,43.0,10.51,2008.0,
o6268492,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,62.0,13.0,1800.0,
o6320668,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,70.0,680.0,1974.0,
o6268493,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,83.0,13.0,1800.0,
o5848554,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,90.0,8.0,2013.0,
o6334091,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,1162.0,4.5,1997.0,
o6334102,BREZOVICA PRI LJUBLJANI,oddaja,Poslovni prostor,Brezovica,1162.0,4.5,1997.0,
o6343398,"BREZOVICA PRI LJUBLJANI, DRAGOMER",oddaja,Poslovni prostor,Brezovica,108.0,1000.0,1995.0,
o6362596,"BREZOVICA PRI LJUBLJANI, OB TRŽAŠKI CESTI",oddaja,Poslovni prostor,Brezovica,43.4,8.0,2010.0,
o6249227,"BREZOVICA PRI LJUBLJANI, PODPEŠKA CESTA 1",oddaja,Poslovni prostor,Brezovica,140.0,13.0,1800.0,
o6249229,"BREZOVICA PRI LJUBLJANI, PODPEŠKA CESTA 1",oddaja,Poslovni prostor,Brezovica,220.0,13.0,1800.0,
o6249232,"BREZOVICA PRI LJUBLJANI, PODPEŠKA CESTA 1",oddaja,Poslovni prostor,Brezovica,250.0,13.0,1800.0,
o6232414,BREŽICE,oddaja,Stanovanje,Brežice,20.0,160.0,312.0,
o6349123,BREŽICE,oddaja,Poslovni prostor,Brežice,43.0,350.0,1992.0,
o6318291,BREŽICE,oddaja,Poslovni prostor,Brežice,45.0,270.0,2015.0,
o6369366,BREŽICE,oddaja,Stanovanje,Brežice,90.0,490.0,2020.0,3.0
o6363217,BREŽICE,oddaja,Poslovni prostor,Brežice,500.0,500.0,1947.0,
o6368860,BREŽICE,oddaja,Poslovni prostor,Brežice,712.0,3000.0,1996.0,
o6367028,BREŽICE,oddaja,Poslovni prostor,Brežice,1850.0,5.0,1995.0,
o6141135,"BREŽICE, CENTER",oddaja,Poslovni prostor,Brežice,61.4,250.0,1710.0,
o6299346,"BREŽICE, CENTER",oddaja,Poslovni prostor,Brežice,153.9,400.0,1710.0,
o6364419,"BREŽICE, CPB 33, BREZICE",oddaja,Poslovni prostor,Brežice,110.0,500.0,2008.0,
o5262401,"BREŽICE, ČATEŠKE TOPLICE",oddaja,Vikend,Brežice,49.0,25.0,1996.0,
o6058251,"BREŽICE, POSLOVNO TRGOVSKEM CENTRU PTC NA TRDINOVI 1",oddaja,Poslovni prostor,Brežice,372.5,170.0,1999.0,
o6372546,"BREŽICE, SLOVENIJA",oddaja,Stanovanje,Brežice,81.9,504.0,2020.0,3.0
o6372543,"BREŽICE, SLOVENIJA",oddaja,Stanovanje,Brežice,90.2,561.0,2020.0,3.0
o6372542,"BREŽICE, SLOVENIJA",oddaja,Stanovanje,Brežice,97.6,641.0,2020.0,3.0
o6143598,"BREŽICE, TOVARNIŠKA CESTA 10A",oddaja,Poslovni prostor,Brežice,43.0,654.0,2000.0,
o6143627,"BREŽICE, TOVARNIŠKA CESTA 10A",oddaja,Poslovni prostor,Brežice,92.0,1215.0,2000.0,
o6372644,BRINJE,oddaja,Stanovanje,Ljubljana,45.0,600.0,1997.0,1.0
o6371209,BRINJE,oddaja,Stanovanje,Ljubljana,65.0,600.0,1935.0,3.0
o6365973,"BRINJE, BEŽIGRAD",oddaja,Stanovanje,Ljubljana,16.0,250.0,1965.0,
o6372801,"BRINJE, BEŽIGRAD",oddaja,Stanovanje,Ljubljana,30.0,650.0,2016.0,1.0
o6370071,"BRINJE, EINSPIELERJEVA ULICA",oddaja,Stanovanje,Ljubljana,46.4,550.0,1963.0,2.5
o6373271,BRITOF,oddaja,Poslovni prostor,Kranj,80.0,10.0,1960.0,
o6338292,BRITOF,oddaja,Poslovni prostor,Kranj,683.0,1200.0,1950.0,
o6372316,BROD,oddaja,Stanovanje,Ljubljana,15.0,210.0,2013.0,
o6373632,BROD,oddaja,Stanovanje,Bohinj,16.0,150.0,2010.0,
o6371842,BROD,oddaja,Stanovanje,Ljubljana,57.54,600.0,2006.0,1.5
o6367782,BROD,oddaja,Stanovanje,Ljubljana,60.0,450.0,1960.0,2.0
o6353124,BROD,oddaja,Stanovanje,Ljubljana,60.1,650.0,2003.0,2.0
o6361253,BROD,oddaja,Stanovanje,Ljubljana,62.0,600.0,2016.0,2.0
o6373157,BROD,oddaja,Stanovanje,Ljubljana,82.0,650.0,2018.0,2.0
o6371011,BROD,oddaja,Stanovanje,Ljubljana,136.5,2190.0,2020.0,
o6371009,BROD,oddaja,Hiša,Ljubljana,136.5,2190.0,2020.0,
o6367560,BROD,oddaja,Hiša,Ljubljana,260.0,2750.0,2016.0,
o6354144,BROD,oddaja,Hiša,Ljubljana,260.0,2750.0,2016.0,
o6355062,BROD,oddaja,Hiša,Ljubljana,260.0,2750.0,2016.0,
o6365019,BROD,oddaja,Hiša,Ljubljana,280.0,2750.0,2016.0,
o6360730,"BROD, POD ŠMARNO GORO",oddaja,Stanovanje,Ljubljana,86.0,650.0,1935.0,3.0
o6373356,"BROD, TACEN",oddaja,Stanovanje,Ljubljana,73.0,900.0,2002.0,3.0
o6370656,"BROD, TACEN",oddaja,Stanovanje,Ljubljana,84.0,850.0,2006.0,3.0
o6373534,"BRVACE, GROSUPLJE",oddaja,Poslovni prostor,Grosuplje,17.45,150.0,2002.0,
o6352506,BS 3,oddaja,Stanovanje,Ljubljana,10.0,220.0,1990.0,
o6360532,BS 3,oddaja,Poslovni prostor,Ljubljana,12.0,250.0,1960.0,
o6358616,BS 3,oddaja,Poslovni prostor,Ljubljana,20.76,25.0,1982.0,
o6365673,BS 3,oddaja,Stanovanje,Ljubljana,45.0,620.0,2013.0,1.5
o6369969,BS 3,oddaja,Stanovanje,Ljubljana,45.0,530.0,1978.0,1.0
o6361896,BS 3,oddaja,Stanovanje,Ljubljana,80.3,200.0,1980.0,3.0
o6357560,BS 3,oddaja,Stanovanje,Ljubljana,98.7,1500.0,2020.0,4.0
o6344063,"BS 3, BEŽIGRAD",oddaja,Stanovanje,Ljubljana,28.0,440.0,1981.0,
o6368629,"BS 3, BEŽIGRAD",oddaja,Stanovanje,Ljubljana,28.0,450.0,2016.0,
o6373573,"BS 3, BEŽIGRAD, BS3, REBOLJEVA ULICA",oddaja,Stanovanje,Ljubljana,13.0,230.0,1974.0,
o6365643,"BS 3, MAROLTOVA ULICA 2",oddaja,Stanovanje,Ljubljana,70.0,700.0,1978.0,2.5
o6368426,"BS 3, VOJKOVA CESTA",oddaja,Stanovanje,Ljubljana,30.0,200.0,1980.0,
o6277238,BTC,oddaja,Poslovni prostor,Ljubljana,18.0,12.9,1980.0,
o6365612,BTC,oddaja,Stanovanje,Ljubljana,20.0,300.0,2020.0,
o6067041,BTC,oddaja,Poslovni prostor,Ljubljana,29.0,348.0,1986.0,
o6357361,BTC,oddaja,Poslovni prostor,Ljubljana,30.82,10.0,1989.0,
o6370828,BTC,oddaja,Stanovanje,Ljubljana,32.3,420.0,2009.0,
o6325281,BTC,oddaja,Poslovni prostor,Ljubljana,35.0,1200.0,2008.0,
o6362134,BTC,oddaja,Poslovni prostor,Ljubljana,39.1,9.0,2000.0,
o6292226,BTC,oddaja,Poslovni prostor,Ljubljana,44.3,10.0,2000.0,
o6327997,BTC,oddaja,Poslovni prostor,Ljubljana,50.0,12.0,1980.0,
o6357595,BTC,oddaja,Poslovni prostor,Ljubljana,51.12,6.0,1986.0,
o6361722,BTC,oddaja,Poslovni prostor,Ljubljana,55.0,20.0,2013.0,
o6362000,BTC,oddaja,Poslovni prostor,Ljubljana,55.0,550.0,2017.0,
o6357366,BTC,oddaja,Poslovni prostor,Ljubljana,67.43,10.0,1989.0,
o6342663,BTC,oddaja,Poslovni prostor,Ljubljana,78.47,10.5,2009.0,
o6189220,BTC,oddaja,Poslovni prostor,Ljubljana,87.68,13.8,2007.0,
o6357027,BTC,oddaja,Poslovni prostor,Ljubljana,102.3,7.0,2004.0,
o5797544,"BLED, ALPSKI BLOKI",oddaja,,,70.0,,,
o6367768,BTC,oddaja,Poslovni prostor,Ljubljana,116.0,9.0,1997.0,
o6347335,BTC,oddaja,Poslovni prostor,Ljubljana,131.72,9.0,2000.0,
o5724597,BTC,oddaja,Poslovni prostor,Ljubljana,133.0,10.0,2006.0,
o6339249,BTC,oddaja,Poslovni prostor,Ljubljana,150.0,20.0,2013.0,
o6167676,BTC,oddaja,Poslovni prostor,Ljubljana,150.0,10.0,2004.0,
o6354516,BTC,oddaja,Poslovni prostor,Ljubljana,150.0,10.5,1989.0,
o6364773,BTC,oddaja,Poslovni prostor,Ljubljana,150.0,15.0,1980.0,
o6356173,BTC,oddaja,Poslovni prostor,Ljubljana,155.45,13.0,1960.0,
o6372062,BTC,oddaja,Poslovni prostor,Ljubljana,160.0,13.75,1978.0,
o6355724,BTC,oddaja,Poslovni prostor,Ljubljana,160.0,10.0,2020.0,
o6028941,BTC,oddaja,Poslovni prostor,Ljubljana,160.0,10.0,2006.0,
o6372180,BTC,oddaja,Poslovni prostor,Ljubljana,176.4,8.98,1997.0,
o6232322,BTC,oddaja,Poslovni prostor,Ljubljana,200.0,9.0,1980.0,
o6065157,BTC,oddaja,Poslovni prostor,Ljubljana,200.0,10.0,2004.0,
o6359594,BTC,oddaja,Poslovni prostor,Ljubljana,206.0,10.5,1989.0,
o6369197,BTC,oddaja,Poslovni prostor,Ljubljana,220.0,2200.0,2007.0,
o6355013,BTC,oddaja,Poslovni prostor,Ljubljana,250.0,7.0,1983.0,
o6364796,BTC,oddaja,Poslovni prostor,Ljubljana,250.0,14.0,1980.0,
o6341843,BTC,oddaja,Poslovni prostor,Ljubljana,250.0,10.0,1980.0,
o6193093,BTC,oddaja,Poslovni prostor,Ljubljana,281.85,10.0,2004.0,
o6238038,BTC,oddaja,Poslovni prostor,Ljubljana,284.0,11.0,2006.0,
o6364105,BTC,oddaja,Poslovni prostor,Ljubljana,284.52,10.0,2005.0,
o6322317,BTC,oddaja,Poslovni prostor,Ljubljana,308.0,4158.0,2012.0,
o6327799,BTC,oddaja,Poslovni prostor,Ljubljana,310.0,10.0,1980.0,
o6364108,BTC,oddaja,Poslovni prostor,Ljubljana,311.13,10.0,2005.0,
o6193089,BTC,oddaja,Poslovni prostor,Ljubljana,311.65,10.0,2004.0,
o6368132,BTC,oddaja,Poslovni prostor,Ljubljana,316.0,10.0,2003.0,
o6369840,BTC,oddaja,Poslovni prostor,Ljubljana,316.01,12.0,1980.0,
o6331370,BTC,oddaja,Poslovni prostor,Ljubljana,352.8,13.0,1970.0,
o6189230,BTC,oddaja,Poslovni prostor,Ljubljana,385.71,13.8,2007.0,
o6364799,BTC,oddaja,Poslovni prostor,Ljubljana,398.0,10.0,1980.0,
o6349716,BTC,oddaja,Poslovni prostor,Ljubljana,400.0,12.0,1990.0,
o6356575,BTC,oddaja,Poslovni prostor,Ljubljana,400.0,10.0,1980.0,
o6232321,BTC,oddaja,Poslovni prostor,Ljubljana,500.0,9.0,1980.0,
o6282567,BTC,oddaja,Poslovni prostor,Ljubljana,522.7,15.0,2000.0,
o6343634,BTC,oddaja,Poslovni prostor,Ljubljana,566.85,6.0,1980.0,
o6354526,BTC,oddaja,Poslovni prostor,Ljubljana,595.65,10.0,2005.0,
o6368143,BTC,oddaja,Poslovni prostor,Ljubljana,632.0,10.0,2003.0,
