zacetek,konec,razdalja,cas
Rače - Fram,Bistrica ob Sotli,62060,3971
Rače - Fram,Bled,173079,6558
Rače - Fram,Bloke,163176,7189
Rače - Fram,Bohinj,195732,8035
Rače - Fram,Borovnica,138693,5802
Rače - Fram,Bovec,271168,11396
Rače - Fram,Braslovče,65211,2760
Rače - Fram,Brda,239493,9510
Rače - Fram,Brezovica,132971,5693
Rače - Fram,Brežice,85182,5375
Rače - Fram,Cankova,71127,3606
Rače - Fram,Celje,46050,2199
Rače - Fram,Cerklje na Gorenjskem,122710,5412
Rače - Fram,Cerknica,170023,7002
Rače - Fram,Cerkno,179334,8542
Rače - Fram,Cerkvenjak,45380,2100
Rače - Fram,Cirkulane,35314,2239
Rače - Fram,Destrnik,28308,1990
Rače - Fram,Divača,193083,7128
Rače - Fram,Dobje,54040,2954
Rače - Fram,Dobrepolje,142905,6036
Rače - Fram,Dobrna,62735,2900
Rače - Fram,Dobrova - Polhov Gradec,135113,5813
Rače - Fram,Dobrovnik/Dobronak,82643,3641
Rače - Fram,Dol pri Ljubljani,112873,4394
Rače - Fram,Dolenjske Toplice,177622,7424
Rače - Fram,Domžale,105582,4209
Rače - Fram,Dornava,27516,1669
Rače - Fram,Dravograd,78273,4727
Rače - Fram,Duplek,22984,1632
Rače - Fram,Gorenja vas - Poljane,159520,6936
Rače - Fram,Gorišnica,31496,1927
Rače - Fram,Gorje,177844,6948
Rače - Fram,Gornja Radgona,54837,2897
Rače - Fram,Gornji Grad,92096,4447
Rače - Fram,Gornji Petrovci,90650,4267
Rače - Fram,Grad,69761,3513
Rače - Fram,Grosuplje,128501,5007
Rače - Fram,Hajdina,14615,986
Rače - Fram,Hodoš/Hodos,100835,4852
Rače - Fram,Horjul,137795,5806
Rače - Fram,Hoče - Slivnica,9937,945
Rače - Fram,Hrastnik,73562,4163
Rače - Fram,Hrpelje - Kozina,202704,7329
Rače - Fram,Idrija,178546,7495
Rače - Fram,Ig,127892,4980
Rače - Fram,Ilirska Bistrica,196849,7948
Rače - Fram,Ivančna Gorica,143475,5469
Rače - Fram,Izola/Isola,230950,8480
Rače - Fram,Jesenice,181839,6906
Rače - Fram,Jezersko,151603,7385
Rače - Fram,Juršinci,31232,2235
Rače - Fram,Kamnik,101666,4738
Rače - Fram,Kanal,245773,9687
Rače - Fram,Kidričevo,12146,898
Rače - Fram,Kobarid,237591,11147
Rače - Fram,Kobilje,89258,4152
Rače - Fram,Komen,215329,8511
Rače - Fram,Komenda,114934,4919
Rače - Fram,Koper/Capodistria,226192,8347
Rače - Fram,Kostanjevica na Krki,102915,6398
Rače - Fram,Kostel,199438,9008
Rače - Fram,Kozje,64628,3825
Rače - Fram,Kočevje,175642,7685
Rače - Fram,Kranj,148654,5765
Rače - Fram,Kranjska Gora,203854,7990
Rače - Fram,Križevci,63877,2986
Rače - Fram,Krško,97521,5569
Rače - Fram,Kungota,34510,2072
Rače - Fram,Kuzma,89371,4828
Rače - Fram,Laško,57571,3032
Rače - Fram,Lenart,36322,1848
Rače - Fram,Lendava/Lendva,94838,3940
Rače - Fram,Litija,109349,5004
Rače - Fram,Ljubljana,119597,4766
Rače - Fram,Ljubno,88119,4227
Rače - Fram,Ljutomer,72237,3412
Rače - Fram,Log - Dragomer,135139,5464
Rače - Fram,Logatec,152437,5812
Rače - Fram,Lovrenc na Pohorju,40045,3019
Rače - Fram,Loška dolina,194974,8740
Rače - Fram,Loški Potok,167615,7542
Rače - Fram,Lukovica,90777,3744
Rače - Fram,Luče,97343,4827
Rače - Fram,Majšperk,18410,1390
Rače - Fram,Makole,17737,1345
Rače - Fram,Maribor,18291,1454
Rače - Fram,Markovci,26205,1674
Rače - Fram,Medvode,132359,5285
Rače - Fram,Mengeš,109358,4517
Rače - Fram,Metlika,205978,8486
Rače - Fram,Mežica,91824,5766
Rače - Fram,Miklavž na Dravskem polju,11901,1093
Rače - Fram,Miren - Kostanjevica,238018,9292
Rače - Fram,Mirna,101499,6173
Rače - Fram,Mirna Peč,169720,6245
Rače - Fram,Mislinja,55752,3362
Rače - Fram,Mokronog - Trebelno,100241,6310
Rače - Fram,Moravske Toplice,76273,3552
Rače - Fram,Moravče,95802,4129
Rače - Fram,Mozirje,75669,3469
Rače - Fram,Murska Sobota,69848,3046
Rače - Fram,Muta,66613,4219
Rače - Fram,Naklo,153025,5798
Rače - Fram,Nazarje,82723,4072
Rače - Fram,Nova Gorica,228586,8681
Rače - Fram,Novo mesto,180332,6743
Rače - Fram,Odranci,78804,3569
Rače - Fram,Oplotnica,27943,1816
Rače - Fram,Ormož,42871,2681
Rače - Fram,Osilnica,201659,9602
Rače - Fram,Pesnica,26242,1434
Rače - Fram,Piran/Pirano,241605,9337
Rače - Fram,Pivka,179917,6790
Rače - Fram,Podlehnik,24793,1358
Rače - Fram,Podvelka,51052,3356
Rače - Fram,Podčetrtek,48921,3262
Rače - Fram,Poljčane,25220,1672
Rače - Fram,Polzela,61961,2652
Rače - Fram,Postojna,173655,6460
Rače - Fram,Prebold,61633,2683
Rače - Fram,Preddvor,133283,6131
Rače - Fram,Prevalje,85187,5400
Rače - Fram,Ptuj,18429,1408
Rače - Fram,Puconci,75702,3543
Rače - Fram,Radenci,59643,2844
Rače - Fram,Radeče,75215,4321
Rače - Fram,Radlje ob Dravi,60959,3875
Rače - Fram,Radovljica,167318,6296
Rače - Fram,Ravne na Koroškem,80151,4902
Rače - Fram,Razkrižje,77345,3710
Rače - Fram,Renče - Vogrsko,222271,8457
Rače - Fram,Rečica ob Savinji,80271,3779
Rače - Fram,Ribnica,158945,6716
Rače - Fram,Ribnica na Pohorju,60652,4097
Rače - Fram,Rogatec,33820,2489
Rače - Fram,Rogaška Slatina,40604,2771
Rače - Fram,Rogašovci,82024,4373
Rače - Fram,Ruše,27295,2276
Rače - Fram,Selnica ob Dravi,34261,2986
Rače - Fram,Semič,204030,8332
Rače - Fram,Sevnica,77889,4443
Rače - Fram,Sežana,200406,7306
Rače - Fram,Slovenija,95809,4417
Rače - Fram,Slovenj Gradec,67533,4132
Rače - Fram,Slovenska Bistrica,14679,1101
Rače - Fram,Slovenske Konjice,29297,1794
Rače - Fram,Sodražica,155037,6627
Rače - Fram,Solčava,106966,5464
Rače - Fram,Središče ob Dravi,52918,3177
Rače - Fram,Starše,8440,892
Rače - Fram,Straža,184461,7122
Rače - Fram,Sveta Ana,44256,2354
Rače - Fram,Sveta Trojica v Slov. goricah,40566,1970
Rače - Fram,Sveti Andraž v Slov. goricah,34780,2483
Rače - Fram,Sveti Jurij ob Ščavnici,53842,2436
Rače - Fram,Sveti Jurij v Slov. goricah,36903,2037
Rače - Fram,Sveti Tomaž,41695,2620
Rače - Fram,Tabor,68404,2963
Rače - Fram,Tišina,63606,3131
Rače - Fram,Tolmin,223218,10350
Rače - Fram,Trbovlje,80325,4271
Rače - Fram,Trebnje,159013,5968
Rače - Fram,Trnovska vas,31272,2128
Rače - Fram,Trzin,107761,4472
Rače - Fram,Tržič,163242,6183
Rače - Fram,Turnišče,81581,3456
Rače - Fram,Velenje,66701,3230
Rače - Fram,Velika Polana,85299,3636
Rače - Fram,Velike Lašče,144892,5865
Rače - Fram,Veržej,64793,2877
Rače - Fram,Videm,21197,1244
Rače - Fram,Vipava,196778,7432
Rače - Fram,Vitanje,41516,2443
Rače - Fram,Vodice,117542,5084
Rače - Fram,Vojnik,47431,2347
Rače - Fram,Vransko,70727,2949
Rače - Fram,Vrhnika,141564,5366
Rače - Fram,Vuzenica,67135,4296
Rače - Fram,Zagorje ob Savi,93570,4320
Rače - Fram,Zavrč,37291,2341
Rače - Fram,Zreče,33474,1988
Rače - Fram,Črenšovci,84284,3558
Rače - Fram,Črna na Koroškem,100315,5896
Rače - Fram,Črnomelj,200452,8733
Rače - Fram,Šalovci,97178,4595
Rače - Fram,Šempeter - Vrtojba,223149,8294
Rače - Fram,Šentilj,40999,2199
Rače - Fram,Šentjernej,106148,6397
Rače - Fram,Šentjur,41729,2145
Rače - Fram,Šentrupert,94621,5916
Rače - Fram,Šenčur,125568,5572
Rače - Fram,Škocjan,99218,5898
Rače - Fram,Škofja Loka,138846,5986
Rače - Fram,Škofljica,126164,4846
Rače - Fram,Šmarje pri Jelšah,40895,2777
Rače - Fram,Šmarješke Toplice,102841,6388
Rače - Fram,Šmartno ob Paki,73557,3367
Rače - Fram,Šmartno pri Litiji,109682,5069
Rače - Fram,Šoštanj,71810,3591
Rače - Fram,Štore,48250,2411
Rače - Fram,Žalec,55246,2544
Rače - Fram,Železniki,153997,7001
Rače - Fram,Žetale,35005,1866
Rače - Fram,Žiri,165612,7114
Rače - Fram,Žirovnica,174029,6586
Rače - Fram,Žužemberk,160856,6388
Renče - Vogrsko,Ajdovščina,22421,1259
Renče - Vogrsko,Ankaran/Ancarano,84512,3531
Renče - Vogrsko,Apače,262243,10060
Renče - Vogrsko,Beltinci,283751,10376
Renče - Vogrsko,Benedikt,251311,9280
Renče - Vogrsko,Bistrica ob Sotli,225174,8666
Renče - Vogrsko,Bled,150426,5792
Renče - Vogrsko,Bloke,84917,4127
Renče - Vogrsko,Bohinj,173080,7269
Renče - Vogrsko,Borovnica,90455,3978
Renče - Vogrsko,Bovec,79633,5084
Renče - Vogrsko,Braslovče,164287,6235
Renče - Vogrsko,Brda,24265,1866
Renče - Vogrsko,Brezovica,105542,4814
Renče - Vogrsko,Brežice,203306,7418
Renče - Vogrsko,Cankova,280370,10717
Renče - Vogrsko,Celje,179711,6826
Renče - Vogrsko,Cerklje na Gorenjskem,122062,4976
Renče - Vogrsko,Cerknica,75101,3824
Renče - Vogrsko,Cerkno,58148,4507
Renče - Vogrsko,Cerkvenjak,254623,9211
Renče - Vogrsko,Cirkulane,256671,9754
Renče - Vogrsko,Destrnik,240670,9511
Renče - Vogrsko,Divača,53280,2459
Renče - Vogrsko,Dobje,204518,8129
Renče - Vogrsko,Dobrepolje,130952,5622
Renče - Vogrsko,Dobrna,181100,6997
Renče - Vogrsko,Dobrova - Polhov Gradec,97755,4542
Renče - Vogrsko,Dobrovnik/Dobronak,291886,10752
Renče - Vogrsko,Dol pri Ljubljani,116632,4632
Renče - Vogrsko,Dolenjske Toplice,164585,7024
Renče - Vogrsko,Domžale,114994,4725
Renče - Vogrsko,Dornava,248873,9184
Renče - Vogrsko,Dravograd,211791,9479
Renče - Vogrsko,Duplek,232227,8743
Renče - Vogrsko,Gorenja vas - Poljane,74490,5349
Renče - Vogrsko,Gorišnica,252854,9442
Renče - Vogrsko,Gorje,155191,6183
Renče - Vogrsko,Gornja Radgona,264080,10008
Renče - Vogrsko,Gornji Grad,151732,7342
Renče - Vogrsko,Gornji Petrovci,301281,11417
Renče - Vogrsko,Grad,160440,6704
Renče - Vogrsko,Grosuplje,116548,4593
Renče - Vogrsko,Hajdina,228364,8545
Renče - Vogrsko,Hodoš/Hodos,311465,12002
Renče - Vogrsko,Horjul,90152,3889
Renče - Vogrsko,Hoče - Slivnica,223226,8161
Renče - Vogrsko,Hrastnik,169070,7109
Renče - Vogrsko,Hrpelje - Kozina,61575,2623
Renče - Vogrsko,Idrija,57931,3785
Renče - Vogrsko,Ig,109831,4451
Renče - Vogrsko,Ilirska Bistrica,78087,3995
Renče - Vogrsko,Ivančna Gorica,130438,5070
Renče - Vogrsko,Izola/Isola,89821,3775
Renče - Vogrsko,Jesenice,159187,6141
Renče - Vogrsko,Jezersko,148345,6546
Renče - Vogrsko,Juršinci,244981,9794
Renče - Vogrsko,Kamnik,124288,5198
Renče - Vogrsko,Kanal,28717,1885
Renče - Vogrsko,Kidričevo,225895,8457
Renče - Vogrsko,Kobarid,59280,3757
Renče - Vogrsko,Kobilje,299889,11302
Renče - Vogrsko,Komen,18892,1389
Renče - Vogrsko,Komenda,119500,4850
Renče - Vogrsko,Koper/Capodistria,85063,3642
Renče - Vogrsko,Kostanjevica na Krki,190821,7167
Renče - Vogrsko,Kostel,147890,7872
Renče - Vogrsko,Kozje,216494,9038
Renče - Vogrsko,Kočevje,124095,6549
Renče - Vogrsko,Kranj,126002,4999
Renče - Vogrsko,Kranjska Gora,181201,7225
Renče - Vogrsko,Križevci,274508,10136
Renče - Vogrsko,Krško,193964,7251
Renče - Vogrsko,Kungota,245141,9222
Renče - Vogrsko,Kuzma,300002,11978
Renče - Vogrsko,Laško,192620,7697
Renče - Vogrsko,Lenart,246953,8998
Renče - Vogrsko,Lendava/Lendva,305468,11090
Renče - Vogrsko,Litija,140801,5945
Renče - Vogrsko,Ljubljana,101424,4386
Renče - Vogrsko,Ljubno,188583,7741
Renče - Vogrsko,Ljutomer,282868,10562
Renče - Vogrsko,Log - Dragomer,91399,4093
Renče - Vogrsko,Logatec,76044,3236
Renče - Vogrsko,Lovrenc na Pohorju,250676,10169
Renče - Vogrsko,Loška dolina,98726,5525
Renče - Vogrsko,Loški Potok,98383,5115
Renče - Vogrsko,Lukovica,138226,5412
Renče - Vogrsko,Luče,156288,8048
Renče - Vogrsko,Majšperk,226684,8766
Renče - Vogrsko,Makole,222931,8565
Renče - Vogrsko,Maribor,228922,8603
Renče - Vogrsko,Markovci,248950,9228
Renče - Vogrsko,Medvode,109707,4519
Renče - Vogrsko,Mengeš,115657,4776
Renče - Vogrsko,Metlika,192941,8087
Renče - Vogrsko,Mežica,214340,10027
Renče - Vogrsko,Miklavž na Dravskem polju,226915,8277
Renče - Vogrsko,Miren - Kostanjevica,18637,1447
Renče - Vogrsko,Mirna,152985,5884
Renče - Vogrsko,Mirna Peč,156682,5845
Renče - Vogrsko,Mislinja,190658,8153
Renče - Vogrsko,Mokronog - Trebelno,160364,6430
Renče - Vogrsko,Moravske Toplice,286903,10702
Renče - Vogrsko,Moravče,131037,5163
Renče - Vogrsko,Mozirje,176133,6983
Renče - Vogrsko,Murska Sobota,280479,10196
Renče - Vogrsko,Muta,224614,10204
Renče - Vogrsko,Naklo,130372,5033
Renče - Vogrsko,Nazarje,167723,7362
Renče - Vogrsko,Nova Gorica,10110,879
Renče - Vogrsko,Novo mesto,167295,6343
Renče - Vogrsko,Odranci,289435,10719
Renče - Vogrsko,Oplotnica,206119,7789
Renče - Vogrsko,Ormož,265616,10235
Renče - Vogrsko,Osilnica,150112,8466
Renče - Vogrsko,Pesnica,236873,8584
Renče - Vogrsko,Piran/Pirano,100475,4631
Renče - Vogrsko,Pivka,61155,2837
Renče - Vogrsko,Podlehnik,247539,8912
Renče - Vogrsko,Podvelka,261682,10506
Renče - Vogrsko,Podčetrtek,219413,9092
Renče - Vogrsko,Poljčane,211304,8194
Renče - Vogrsko,Polzela,165808,6305
Renče - Vogrsko,Postojna,54028,2450
Renče - Vogrsko,Prebold,165464,6347
Renče - Vogrsko,Preddvor,130025,5292
Renče - Vogrsko,Prevalje,220092,10191
Renče - Vogrsko,Ptuj,232178,8967
Renče - Vogrsko,Puconci,286333,10693
Renče - Vogrsko,Radenci,270274,9994
Renče - Vogrsko,Radeče,180621,7917
Renče - Vogrsko,Radlje ob Dravi,230603,10529
Renče - Vogrsko,Radovljica,144666,5531
Renče - Vogrsko,Ravne na Koroškem,215056,9693
Renče - Vogrsko,Razkrižje,287976,10860
Renče - Vogrsko,Rače - Fram,222271,8457
Renče - Vogrsko,Rečica ob Savinji,180179,7290
Renče - Vogrsko,Ribnica,106637,5617
Renče - Vogrsko,Ribnica na Pohorju,271168,11271
Renče - Vogrsko,Rogatec,220297,9184
Renče - Vogrsko,Rogaška Slatina,214510,8872
Renče - Vogrsko,Rogašovci,292540,11548
Renče - Vogrsko,Ruše,237811,9451
Renče - Vogrsko,Selnica ob Dravi,241854,9517
Renče - Vogrsko,Semič,189802,7893
Renče - Vogrsko,Sevnica,179732,7564
Renče - Vogrsko,Sežana,34193,2399
Renče - Vogrsko,Slovenija,159727,6656
Renče - Vogrsko,Slovenj Gradec,201961,8896
Renče - Vogrsko,Slovenska Bistrica,207624,7655
Renče - Vogrsko,Slovenske Konjice,202393,7733
Renče - Vogrsko,Sodražica,97048,4942
Renče - Vogrsko,Solčava,164113,8549
Renče - Vogrsko,Središče ob Dravi,274036,10705
Renče - Vogrsko,Starše,228770,8508
Renče - Vogrsko,Straža,170232,6684
Renče - Vogrsko,Sveta Ana,254772,9528
Renče - Vogrsko,Sveta Trojica v Slov. goricah,251082,9145
Renče - Vogrsko,Sveti Andraž v Slov. goricah,261577,9733
Renče - Vogrsko,Sveti Jurij ob Ščavnici,264358,9611
Renče - Vogrsko,Sveti Jurij v Slov. goricah,247418,9212
Renče - Vogrsko,Sveti Tomaž,262814,10148
Renče - Vogrsko,Tabor,158152,6099
Renče - Vogrsko,Tišina,274122,10305
Renče - Vogrsko,Tolmin,47615,3236
Renče - Vogrsko,Trbovlje,161812,6891
Renče - Vogrsko,Trebnje,144785,5529
Renče - Vogrsko,Trnovska vas,252475,9270
Renče - Vogrsko,Trzin,111202,4534
Renče - Vogrsko,Tržič,141077,5451
Renče - Vogrsko,Turnišče,292096,10631
Renče - Vogrsko,Velenje,177003,7330
Renče - Vogrsko,Velika Polana,295814,10811
Renče - Vogrsko,Velike Lašče,130664,5427
Renče - Vogrsko,Veržej,275309,10052
Renče - Vogrsko,Videm,242316,8772
Renče - Vogrsko,Vipava,29461,1674
Renče - Vogrsko,Vitanje,195691,7907
Renče - Vogrsko,Vodice,113166,4449
Renče - Vogrsko,Vojnik,183272,6979
Renče - Vogrsko,Vransko,151093,5861
Renče - Vogrsko,Vrhnika,81568,3370
Renče - Vogrsko,Vuzenica,225054,10245
Renče - Vogrsko,Zagorje ob Savi,156162,6523
Renče - Vogrsko,Zavrč,258410,9869
Renče - Vogrsko,Zreče,196443,7846
Renče - Vogrsko,Črenšovci,294799,10733
Renče - Vogrsko,Črna na Koroškem,205925,9423
Renče - Vogrsko,Črnomelj,186223,8294
Renče - Vogrsko,Šalovci,307693,11770
Renče - Vogrsko,Šempeter - Vrtojba,5422,602
Renče - Vogrsko,Šentilj,251515,9374
Renče - Vogrsko,Šentjernej,178825,6746
Renče - Vogrsko,Šentjur,192152,7284
Renče - Vogrsko,Šentrupert,156276,6213
Renče - Vogrsko,Šenčur,121403,4734
Renče - Vogrsko,Škocjan,176503,6501
Renče - Vogrsko,Škofja Loka,119036,5319
Renče - Vogrsko,Škofljica,107693,4405
Renče - Vogrsko,Šmarje pri Jelšah,203111,8081
Renče - Vogrsko,Šmarješke Toplice,171019,6383
Renče - Vogrsko,Šmartno ob Paki,173465,6879
Renče - Vogrsko,Šmartno pri Litiji,142177,6151
Renče - Vogrsko,Šoštanj,182830,7388
Renče - Vogrsko,Štore,186173,7141
Renče - Vogrsko,Žalec,168201,6545
Renče - Vogrsko,Železniki,134187,6334
Renče - Vogrsko,Žetale,256124,9394
Renče - Vogrsko,Žiri,97974,4809
Renče - Vogrsko,Žirovnica,151864,5853
Renče - Vogrsko,Žužemberk,146628,5949
Rečica ob Savinji,Ajdovščina,160252,6321
Rečica ob Savinji,Ankaran/Ancarano,183051,7060
Rečica ob Savinji,Apače,121630,5420
Rečica ob Savinji,Beltinci,143138,5736
Rečica ob Savinji,Benedikt,110699,4640
Rečica ob Savinji,Bistrica ob Sotli,89227,5141
Rečica ob Savinji,Bled,90692,5447
Rečica ob Savinji,Bloke,121911,6049
Rečica ob Savinji,Bohinj,113345,6924
Rečica ob Savinji,Borovnica,97428,4662
Rečica ob Savinji,Bovec,188781,10286
Rečica ob Savinji,Braslovče,15596,1081
Rečica ob Savinji,Brda,198228,8370
Rečica ob Savinji,Brezovica,91707,4553
Rečica ob Savinji,Brežice,112349,6544
Rečica ob Savinji,Cankova,139758,6077
Rečica ob Savinji,Celje,39099,2186
Rečica ob Savinji,Cerklje na Gorenjskem,50638,4007
Rečica ob Savinji,Cerknica,128759,5862
Rečica ob Savinji,Cerkno,138070,7401
Rečica ob Savinji,Cerkvenjak,114010,4571
Rečica ob Savinji,Cirkulane,116059,5114
Rečica ob Savinji,Destrnik,100057,4871
Rečica ob Savinji,Divača,151819,5988
Rečica ob Savinji,Dobje,63905,3489
Rečica ob Savinji,Dobrepolje,102725,4882
Rečica ob Savinji,Dobrna,32931,2248
Rečica ob Savinji,Dobrova - Polhov Gradec,93849,4673
Rečica ob Savinji,Dobrovnik/Dobronak,151273,6113
Rečica ob Savinji,Dol pri Ljubljani,71608,3254
Rečica ob Savinji,Dolenjske Toplice,136358,6284
Rečica ob Savinji,Domžale,64318,3069
Rečica ob Savinji,Dornava,108261,4544
Rečica ob Savinji,Dravograd,57606,3890
Rečica ob Savinji,Duplek,91615,4103
Rečica ob Savinji,Gorenja vas - Poljane,118256,5796
Rečica ob Savinji,Gorišnica,112241,4802
Rečica ob Savinji,Gorje,95457,5838
Rečica ob Savinji,Gornja Radgona,123467,5369
Rečica ob Savinji,Gornji Grad,13850,881
Rečica ob Savinji,Gornji Petrovci,159280,6738
Rečica ob Savinji,Grad,21049,1952
Rečica ob Savinji,Grosuplje,88321,3852
Rečica ob Savinji,Hajdina,86364,3866
Rečica ob Savinji,Hodoš/Hodos,169465,7323
Rečica ob Savinji,Horjul,96531,4666
Rečica ob Savinji,Hoče - Slivnica,81226,3482
Rečica ob Savinji,Hrastnik,42881,3354
Rečica ob Savinji,Hrpelje - Kozina,160114,6152
Rečica ob Savinji,Idrija,135956,6318
Rečica ob Savinji,Ig,86628,3840
Rečica ob Savinji,Ilirska Bistrica,155585,6808
Rečica ob Savinji,Ivančna Gorica,102211,4329
Rečica ob Savinji,Izola/Isola,188360,7304
Rečica ob Savinji,Jesenice,99452,5796
Rečica ob Savinji,Jezersko,60639,4965
Rečica ob Savinji,Juršinci,102980,5116
Rečica ob Savinji,Kamnik,41239,2974
Rečica ob Savinji,Kanal,204508,8547
Rečica ob Savinji,Kidričevo,83894,3778
Rečica ob Savinji,Kobarid,196327,10007
Rečica ob Savinji,Kobilje,157889,6623
Rečica ob Savinji,Komen,174064,7371
Rečica ob Savinji,Komenda,48485,3585
Rečica ob Savinji,Koper/Capodistria,184928,7207
Rečica ob Savinji,Kostanjevica na Krki,162594,6427
Rečica ob Savinji,Kostel,158173,7868
Rečica ob Savinji,Kozje,74494,4360
Rečica ob Savinji,Kočevje,134378,6545
Rečica ob Savinji,Kranj,66267,4654
Rečica ob Savinji,Kranjska Gora,121467,6880
Rečica ob Savinji,Križevci,132507,5457
Rečica ob Savinji,Krško,98195,5966
Rečica ob Savinji,Kungota,103141,4543
Rečica ob Savinji,Kuzma,158001,7299
Rečica ob Savinji,Laško,50620,3018
Rečica ob Savinji,Lenart,104952,4319
Rečica ob Savinji,Lendava/Lendva,163468,6411
Rečica ob Savinji,Litija,68085,3864
Rečica ob Savinji,Ljubljana,78333,3626
Rečica ob Savinji,Ljubno,9873,661
Rečica ob Savinji,Ljutomer,140868,5884
Rečica ob Savinji,Log - Dragomer,93875,4324
Rečica ob Savinji,Logatec,111173,4672
Rečica ob Savinji,Lovrenc na Pohorju,108675,5490
Rečica ob Savinji,Loška dolina,153709,7600
Rečica ob Savinji,Loški Potok,126351,6402
Rečica ob Savinji,Lukovica,49513,2604
Rečica ob Savinji,Luče,19098,1261
Rečica ob Savinji,Majšperk,84683,4087
Rečica ob Savinji,Makole,80931,3886
Rečica ob Savinji,Maribor,86922,3925
Rečica ob Savinji,Markovci,106950,4550
Rečica ob Savinji,Medvode,91095,4145
Rečica ob Savinji,Mengeš,68093,3377
Rečica ob Savinji,Metlika,164714,7346
Rečica ob Savinji,Mežica,43989,3721
Rečica ob Savinji,Miklavž na Dravskem polju,84915,3598
Rečica ob Savinji,Miren - Kostanjevica,196754,8152
Rečica ob Savinji,Mirna,124758,5144
Rečica ob Savinji,Mirna Peč,128455,5105
Rečica ob Savinji,Mislinja,35085,2525
Rečica ob Savinji,Mokronog - Trebelno,132137,5690
Rečica ob Savinji,Moravske Toplice,144903,6023
Rečica ob Savinji,Moravče,54537,2989
Rečica ob Savinji,Mozirje,5623,443
Rečica ob Savinji,Murska Sobota,138478,5518
Rečica ob Savinji,Muta,69041,4576
Rečica ob Savinji,Naklo,70638,4688
Rečica ob Savinji,Nazarje,9507,844
Rečica ob Savinji,Nova Gorica,187322,7541
Rečica ob Savinji,Novo mesto,139068,5603
Rečica ob Savinji,Odranci,147434,6040
Rečica ob Savinji,Oplotnica,64119,3110
Rečica ob Savinji,Ormož,123615,5556
Rečica ob Savinji,Osilnica,160395,8462
Rečica ob Savinji,Pesnica,94873,3905
Rečica ob Savinji,Piran/Pirano,200340,8197
Rečica ob Savinji,Pivka,138653,5650
Rečica ob Savinji,Podlehnik,105538,4234
Rečica ob Savinji,Podvelka,85774,5472
Rečica ob Savinji,Podčetrtek,77413,4413
Rečica ob Savinji,Poljčane,69303,3515
Rečica ob Savinji,Polzela,18618,1312
Rečica ob Savinji,Postojna,132391,5320
Rečica ob Savinji,Prebold,23453,1643
Rečica ob Savinji,Preddvor,58766,4644
Rečica ob Savinji,Prevalje,51891,4245
Rečica ob Savinji,Ptuj,90178,4288
Rečica ob Savinji,Puconci,144333,6014
Rečica ob Savinji,Radenci,128273,5315
Rečica ob Savinji,Radeče,68264,4308
Rečica ob Savinji,Radlje ob Dravi,75030,4901
Rečica ob Savinji,Radovljica,84932,5186
Rečica ob Savinji,Ravne na Koroškem,54648,3946
Rečica ob Savinji,Razkrižje,145976,6181
Rečica ob Savinji,Rače - Fram,80271,3779
Rečica ob Savinji,Renče - Vogrsko,180179,7290
Rečica ob Savinji,Ribnica,117264,5510
Rečica ob Savinji,Ribnica na Pohorju,88267,5682
Rečica ob Savinji,Rogatec,80305,4528
Rečica ob Savinji,Rogaška Slatina,73192,4180
Rečica ob Savinji,Rogašovci,151222,6855
Rečica ob Savinji,Ruše,96493,4758
Rečica ob Savinji,Selnica ob Dravi,103459,5468
Rečica ob Savinji,Semič,162349,7126
Rečica ob Savinji,Sevnica,79353,4907
Rečica ob Savinji,Sežana,158725,6101
Rečica ob Savinji,Slovenija,54128,3212
Rečica ob Savinji,Slovenj Gradec,46846,3209
Rečica ob Savinji,Slovenska Bistrica,66306,2962
Rečica ob Savinji,Slovenske Konjice,61075,3040
Rečica ob Savinji,Sodražica,113355,5421
Rečica ob Savinji,Solčava,28575,1852
Rečica ob Savinji,Središče ob Dravi,132718,6012
Rečica ob Savinji,Starše,87452,3816
Rečica ob Savinji,Straža,142779,5917
Rečica ob Savinji,Sveta Ana,113454,4836
Rečica ob Savinji,Sveta Trojica v Slov. goricah,109764,4452
Rečica ob Savinji,Sveti Andraž v Slov. goricah,120259,5040
Rečica ob Savinji,Sveti Jurij ob Ščavnici,123040,4918
Rečica ob Savinji,Sveti Jurij v Slov. goricah,106101,4519
Rečica ob Savinji,Sveti Tomaž,121496,5455
Rečica ob Savinji,Tabor,23569,1678
Rečica ob Savinji,Tišina,132804,5613
Rečica ob Savinji,Tolmin,181536,9144
Rečica ob Savinji,Trbovlje,41821,3173
Rečica ob Savinji,Trebnje,117332,4762
Rečica ob Savinji,Trnovska vas,112483,4613
Rečica ob Savinji,Trzin,66079,3266
Rečica ob Savinji,Tržič,81363,5018
Rečica ob Savinji,Turnišče,150778,5938
Rečica ob Savinji,Velenje,20850,1499
Rečica ob Savinji,Velika Polana,154496,6118
Rečica ob Savinji,Velike Lašče,103211,4660
Rečica ob Savinji,Veržej,133991,5360
Rečica ob Savinji,Videm,100998,4080
Rečica ob Savinji,Vipava,155097,6226
Rečica ob Savinji,Vitanje,44106,3068
Rečica ob Savinji,Vodice,51334,3746
Rečica ob Savinji,Vojnik,41954,2286
Rečica ob Savinji,Vransko,29046,1743
Rečica ob Savinji,Vrhnika,99882,4161
Rečica ob Savinji,Vuzenica,69940,4557
Rečica ob Savinji,Zagorje ob Savi,51888,3115
Rečica ob Savinji,Zavrč,117092,5176
Rečica ob Savinji,Zreče,56451,3190
