zacetek,konec,razdalja,cas
Bovec,Gorenja vas - Poljane,84455,5758
Bovec,Gorišnica,302337,12412
Bovec,Gorje,100960,5459
Bovec,Gornja Radgona,284780,12685
Bovec,Gornji Grad,174941,9437
Bovec,Gornji Petrovci,351493,14447
Bovec,Grad,209192,9591
Bovec,Grosuplje,173209,7795
Bovec,Hajdina,277379,11502
Bovec,Hodoš/Hodos,317968,14766
Bovec,Horjul,106376,7422
Bovec,Hoče - Slivnica,272482,11133
Bovec,Hrastnik,218911,10109
Bovec,Hrpelje - Kozina,135231,7072
Bovec,Idrija,79397,4976
Bovec,Ig,166203,7625
Bovec,Ilirska Bistrica,152275,8509
Bovec,Ivančna Gorica,186501,8268
Bovec,Izola/Isola,163284,8149
Bovec,Jesenice,68865,4932
Bovec,Jezersko,150960,8124
Bovec,Juršinci,293933,12749
Bovec,Kamnik,147539,7311
Bovec,Kanal,50915,3198
Bovec,Kidričevo,274910,11418
Bovec,Kobarid,21334,1443
Bovec,Kobilje,348353,14177
Bovec,Komen,97290,6148
Bovec,Komenda,142746,6940
Bovec,Koper/Capodistria,159144,8040
Bovec,Kostanjevica na Krki,246912,10329
Bovec,Kostel,243009,11795
Bovec,Kozje,265382,12037
Bovec,Kočevje,219246,10488
Bovec,Kranj,124368,6285
Bovec,Kranjska Gora,47130,3660
Bovec,Križevci,323171,12990
Bovec,Krško,250879,10489
Bovec,Kungota,227179,11643
Bovec,Kuzma,301891,13536
Bovec,Laško,241624,10696
Bovec,Lenart,296124,11991
Bovec,Lendava/Lendva,354817,14068
Bovec,Litija,189825,8895
Bovec,Ljubljana,152028,7513
Bovec,Ljubno,184375,10079
Bovec,Ljutomer,331522,13494
Bovec,Log - Dragomer,160956,7630
Bovec,Logatec,106679,6927
Bovec,Lovrenc na Pohorju,206973,10323
Bovec,Loška dolina,173136,9973
Bovec,Loški Potok,172790,9596
Bovec,Lukovica,187261,8362
Bovec,Luče,179497,10077
Bovec,Majšperk,275920,11756
Bovec,Makole,272167,11547
Bovec,Maribor,226508,11567
Bovec,Markovci,297002,12119
Bovec,Medvode,137550,7003
Bovec,Mengeš,145671,7153
Bovec,Metlika,249429,11279
Bovec,Mežica,158833,7709
Bovec,Miklavž na Dravskem polju,275685,11203
Bovec,Miren - Kostanjevica,90364,5762
Bovec,Mirna,209841,9139
Bovec,Mirna Peč,212878,9048
Bovec,Mislinja,188827,9533
Bovec,Mokronog - Trebelno,217141,9693
Bovec,Moravske Toplice,337059,13726
Bovec,Moravče,180070,8136
Bovec,Mozirje,224433,9916
Bovec,Murska Sobota,330098,13225
Bovec,Muta,176566,8673
Bovec,Naklo,119412,5914
Bovec,Nazarje,216548,10274
Bovec,Nova Gorica,71097,4440
Bovec,Novo mesto,222207,9578
Bovec,Odranci,338304,13667
Bovec,Oplotnica,255659,10795
Bovec,Ormož,313729,13146
Bovec,Osilnica,245231,12419
Bovec,Pesnica,272782,11559
Bovec,Piran/Pirano,173993,8974
Bovec,Pivka,135312,7306
Bovec,Podlehnik,295414,11807
Bovec,Podvelka,193267,9559
Bovec,Podčetrtek,268273,12080
Bovec,Poljčane,265815,11182
Bovec,Polzela,215063,9286
Bovec,Postojna,128935,6971
Bovec,Prebold,214583,9300
Bovec,Preddvor,129961,6621
Bovec,Prevalje,159943,7843
Bovec,Ptuj,281476,11978
Bovec,Puconci,336552,13732
Bovec,Radenci,319785,12990
Bovec,Radeče,229115,11097
Bovec,Radlje ob Dravi,182571,9007
Bovec,Radovljica,105740,5433
Bovec,Ravne na Koroškem,163592,8124
Bovec,Razkrižje,337754,13932
Bovec,Rače - Fram,271168,11396
Bovec,Renče - Vogrsko,79633,5084
Bovec,Rečica ob Savinji,188781,10286
Bovec,Ribnica,202545,9489
Bovec,Ribnica na Pohorju,195869,9823
Bovec,Rogatec,271348,12186
Bovec,Rogaška Slatina,264235,11838
Bovec,Rogašovci,295046,13344
Bovec,Ruše,214758,10696
Bovec,Selnica ob Dravi,217884,11243
Bovec,Semič,247732,11126
Bovec,Sevnica,237662,10797
Bovec,Sežana,132687,6984
Bovec,Slovenija,209452,9622
Bovec,Slovenj Gradec,176452,8805
Bovec,Slovenska Bistrica,257348,10621
Bovec,Slovenske Konjice,252118,10699
Bovec,Sodražica,172293,9396
Bovec,Solčava,162546,9470
Bovec,Središče ob Dravi,323761,13671
Bovec,Starše,278494,11474
Bovec,Straža,228162,9916
Bovec,Sveta Ana,277798,12197
Bovec,Sveta Trojica v Slov. goricah,300806,12111
Bovec,Sveti Andraž v Slov. goricah,311302,12699
Bovec,Sveti Jurij ob Ščavnici,314082,12577
Bovec,Sveti Jurij v Slov. goricah,297143,12178
Bovec,Sveti Tomaž,312539,13114
Bovec,Tabor,207877,9064
Bovec,Tišina,323847,13271
Bovec,Tolmin,36438,2340
Bovec,Trbovlje,212863,9893
Bovec,Trebnje,202715,8762
Bovec,Trnovska vas,303525,12272
Bovec,Trzin,154714,7442
Bovec,Tržič,121145,6019
Bovec,Turnišče,341821,13597
Bovec,Velenje,226728,10296
Bovec,Velika Polana,345539,13777
Bovec,Velike Lašče,188594,8659
Bovec,Veržej,325034,13018
Bovec,Videm,292041,11738
Bovec,Vipava,104706,6128
Bovec,Vitanje,202410,10394
Bovec,Vodice,137625,6549
Bovec,Vojnik,232996,9945
Bovec,Vransko,200818,8827
Bovec,Vrhnika,115633,7482
Bovec,Vuzenica,177542,8698
Bovec,Zagorje ob Savi,207212,9525
Bovec,Zavrč,308134,12835
Bovec,Zreče,247493,10849
Bovec,Črenšovci,344524,13699
Bovec,Črna na Koroškem,166810,8362
Bovec,Črnomelj,244153,11527
Bovec,Šalovci,357418,14736
Bovec,Šempeter - Vrtojba,74729,4736
Bovec,Šentilj,268247,11711
Bovec,Šentjernej,236755,9979
Bovec,Šentjur,241877,10250
Bovec,Šentrupert,214206,9446
Bovec,Šenčur,129738,6345
Bovec,Škocjan,234433,9733
Bovec,Škofja Loka,102754,6929
Bovec,Škofljica,165623,7638
Bovec,Šmarje pri Jelšah,252836,11046
Bovec,Šmarješke Toplice,228949,9615
Bovec,Šmartno ob Paki,223190,9845
Bovec,Šmartno pri Litiji,191902,9117
Bovec,Šoštanj,232555,10354
Bovec,Štore,235898,10107
Bovec,Žalec,217926,9510
Bovec,Železniki,86716,6336
Bovec,Žetale,305849,12360
Bovec,Žiri,89072,5884
Bovec,Žirovnica,107630,5516
Bovec,Žužemberk,204558,9182
Braslovče,Ajdovščina,145280,5336
Braslovče,Ankaran/Ancarano,168079,6075
Braslovče,Apače,106658,4435
Braslovče,Beltinci,128166,4750
Braslovče,Benedikt,95726,3654
Braslovče,Bistrica ob Sotli,74255,4155
Braslovče,Bled,116842,4432
Braslovče,Bloke,106939,5064
Braslovče,Bohinj,139495,5909
Braslovče,Borovnica,82456,3676
Braslovče,Bovec,214931,9271
Braslovče,Brda,181678,7260
Braslovče,Brezovica,76805,3622
Braslovče,Brežice,97245,5555
Braslovče,Cankova,125310,5122
Braslovče,Celje,23880,1190
Braslovče,Cerklje na Gorenjskem,65692,3209
Braslovče,Cerknica,113753,5169
Braslovče,Cerkno,119720,6380
Braslovče,Cerkvenjak,99043,3563
Braslovče,Cirkulane,100198,4054
Braslovče,Destrnik,85086,3867
Braslovče,Divača,136380,4967
Braslovče,Dobje,48840,2510
Braslovče,Dobrepolje,87295,3855
Braslovče,Dobrna,25716,1374
Braslovče,Dobrova - Polhov Gradec,78562,3679
Braslovče,Dobrovnik/Dobronak,135754,5069
Braslovče,Dol pri Ljubljani,56609,2287
Braslovče,Dolenjske Toplice,120847,5287
Braslovče,Domžale,48901,2032
Braslovče,Dornava,92429,3519
Braslovče,Dravograd,50952,3535
Braslovče,Duplek,76037,3045
Braslovče,Gorenja vas - Poljane,99906,4774
Braslovče,Gorišnica,96380,3776
Braslovče,Gorje,120337,4737
Braslovče,Gornja Radgona,108663,4415
Braslovče,Gornji Grad,27537,1782
Braslovče,Gornji Petrovci,145536,5811
Braslovče,Grad,5469,778
Braslovče,Grosuplje,72911,2818
Braslovče,Hajdina,71422,2866
Braslovče,Hodoš/Hodos,155721,6395
Braslovče,Horjul,82232,3605
Braslovče,Hoče - Slivnica,66525,2497
Braslovče,Hrastnik,28037,2333
Braslovče,Hrpelje - Kozina,144967,5173
Braslovče,Idrija,120300,5321
Braslovče,Ig,71726,2918
Braslovče,Ilirska Bistrica,139354,5874
Braslovče,Ivančna Gorica,86203,3290
Braslovče,Izola/Isola,173019,6250
Braslovče,Jesenice,123780,4668
Braslovče,Jezersko,112766,5115
Braslovče,Juršinci,87975,4113
Braslovče,Kamnik,44997,2566
Braslovče,Kanal,188365,7426
Braslovče,Kidričevo,68953,2782
Braslovče,Kobarid,179127,8883
Braslovče,Kobilje,142396,5541
Braslovče,Komen,157317,6323
Braslovče,Komenda,58170,2734
Braslovče,Koper/Capodistria,168879,6141
Braslovče,Kostanjevica na Krki,146614,5352
Braslovče,Kostel,142712,6818
Braslovče,Kozje,59425,3401
Braslovče,Kočevje,118948,5511
Braslovče,Kranj,91273,3689
Braslovče,Kranjska Gora,146108,5753
Braslovče,Križevci,117214,4354
Braslovče,Krško,83432,4963
Braslovče,Kungota,87858,3474
Braslovče,Kuzma,143554,6364
Braslovče,Laško,35667,2060
Braslovče,Lenart,90167,3355
Braslovče,Lendava/Lendva,148860,5432
Braslovče,Litija,52926,2854
Braslovče,Ljubljana,63860,2873
Braslovče,Ljubno,23560,1564
Braslovče,Ljutomer,125565,4858
Braslovče,Log - Dragomer,76728,3234
Braslovče,Logatec,94137,3577
Braslovče,Lovrenc na Pohorju,94086,4592
Braslovče,Loška dolina,137336,6562
Braslovče,Loški Potok,110940,5346
Braslovče,Lukovica,33378,1703
Braslovče,Luče,32785,2173
Braslovče,Majšperk,69963,3120
Braslovče,Makole,66210,2911
Braslovče,Maribor,73016,3032
Braslovče,Markovci,91045,3483
Braslovče,Medvode,72341,3082
Braslovče,Mengeš,52609,2333
Braslovče,Metlika,149131,6302
Braslovče,Mežica,49258,3851
Braslovče,Miklavž na Dravskem polju,69728,2567
Braslovče,Miren - Kostanjevica,180291,7008
Braslovče,Mirna,109543,4162
Braslovče,Mirna Peč,112580,4071
Braslovče,Mislinja,28470,2169
Braslovče,Mokronog - Trebelno,116843,4716
Braslovče,Moravske Toplice,131102,5090
Braslovče,Moravče,39361,1944
Braslovče,Mozirje,10103,740
Braslovče,Murska Sobota,124141,4589
Braslovče,Muta,62385,4216
Braslovče,Naklo,95240,3617
Braslovče,Nazarje,21552,2969
Braslovče,Nova Gorica,169047,6337
Braslovče,Novo mesto,121910,4601
Braslovče,Odranci,132347,5031
Braslovče,Oplotnica,49702,2159
Braslovče,Ormož,107772,4511
Braslovče,Osilnica,144933,7442
Braslovče,Pesnica,79867,2904
Braslovče,Piran/Pirano,183728,7075
Braslovče,Pivka,122391,4671
Braslovče,Podlehnik,89457,3171
Braslovče,Podvelka,105079,4903
Braslovče,Podčetrtek,62316,3444
Braslovče,Poljčane,59858,2546
Braslovče,Polzela,3645,317
Braslovče,Postojna,115151,4262
Braslovče,Prebold,8612,640
Braslovče,Preddvor,94457,3856
Braslovče,Prevalje,56740,4113
Braslovče,Ptuj,75519,3342
Braslovče,Puconci,130595,5096
Braslovče,Radenci,113828,4354
Braslovče,Radeče,53086,3281
Braslovče,Radlje ob Dravi,68391,4550
Braslovče,Radovljica,109975,4097
Braslovče,Ravne na Koroškem,52913,3724
Braslovče,Razkrižje,131797,5296
Braslovče,Rače - Fram,65211,2760
Braslovče,Renče - Vogrsko,164287,6235
Braslovče,Rečica ob Savinji,15596,1081
Braslovče,Ribnica,102349,4533
Braslovče,Ribnica na Pohorju,81688,5366
Braslovče,Rogatec,65391,3550
Braslovče,Rogaška Slatina,58278,3202
Braslovče,Rogašovci,136308,5878
Braslovče,Ruše,81579,3781
Braslovče,Selnica ob Dravi,88545,4491
Braslovče,Semič,147434,6149
Braslovče,Sevnica,64438,3930
Braslovče,Sežana,142423,5085
Braslovče,Slovenija,39214,2234
Braslovče,Slovenj Gradec,40267,2892
Braslovče,Slovenska Bistrica,51391,1985
Braslovče,Slovenske Konjice,46161,2063
Braslovče,Sodražica,98441,4444
Braslovče,Solčava,42292,2767
Braslovče,Središče ob Dravi,117804,5035
Braslovče,Starše,72537,2838
Braslovče,Straža,127865,4939
Braslovče,Sveta Ana,98540,3858
Braslovče,Sveta Trojica v Slov. goricah,94849,3475
Braslovče,Sveti Andraž v Slov. goricah,105345,4063
Braslovče,Sveti Jurij ob Ščavnici,108125,3941
Braslovče,Sveti Jurij v Slov. goricah,91186,3542
Braslovče,Sveti Tomaž,106582,4478
Braslovče,Tabor,8085,623
Braslovče,Tišina,117890,4635
Braslovče,Tolmin,165234,8128
Braslovče,Trbovlje,26906,2195
Braslovče,Trebnje,102417,3785
Braslovče,Trnovska vas,97568,3636
Braslovče,Trzin,51165,2289
Braslovče,Tržič,106646,4000
Braslovče,Turnišče,135864,4961
Braslovče,Velenje,15310,1327
Braslovče,Velika Polana,139582,5141
Braslovče,Velike Lašče,88297,3682
Braslovče,Veržej,119077,4382
Braslovče,Videm,86084,3102
Braslovče,Vipava,138795,5210
Braslovče,Vitanje,39459,2237
Braslovče,Vodice,60947,2901
Braslovče,Vojnik,27039,1309
Braslovče,Vransko,14131,766
Braslovče,Vrhnika,83580,3145
Braslovče,Vuzenica,63361,4241
Braslovče,Zagorje ob Savi,36974,2137
Braslovče,Zavrč,102177,4199
Braslovče,Zreče,41536,2213
Braslovče,Črenšovci,138567,5063
Braslovče,Črna na Koroškem,41343,3214
Braslovče,Črnomelj,143856,6550
Braslovče,Šalovci,151461,6100
Braslovče,Šempeter - Vrtojba,165165,6072
Braslovče,Šentilj,95282,3704
Braslovče,Šentjernej,136457,5002
Braslovče,Šentjur,35920,1614
Braslovče,Šentrupert,113909,4469
Braslovče,Šenčur,86973,3284
Braslovče,Škocjan,134135,4756
Braslovče,Škofja Loka,82250,3803
Braslovče,Škofljica,69568,2662
Braslovče,Šmarje pri Jelšah,46879,2410
Braslovče,Šmarješke Toplice,128652,4638
Braslovče,Šmartno ob Paki,8883,670
Braslovče,Šmartno pri Litiji,53086,2886
Braslovče,Šoštanj,18248,1179
Braslovče,Štore,29941,1471
Braslovče,Žalec,11969,875
Braslovče,Železniki,97401,4818
Braslovče,Žetale,99892,3724
Braslovče,Žiri,107629,4892
Braslovče,Žirovnica,117433,4403
Braslovče,Žužemberk,104260,4205
Brda,Ajdovščina,39812,2284
Brda,Ankaran/Ancarano,80781,4145
Brda,Apače,279634,11085
Brda,Beltinci,301142,11400
Brda,Benedikt,268702,10304
Brda,Bistrica ob Sotli,242566,9691
Brda,Bled,167818,6817
Brda,Bloke,102308,5151
Brda,Bohinj,90175,7302
Brda,Borovnica,107847,5003
Brda,Bovec,68969,4520
Brda,Braslovče,181678,7260
Brda,Brezovica,117642,5932
Brda,Brežice,220691,8444
Brda,Cankova,299592,11872
Brda,Celje,198162,7939
Brda,Cerklje na Gorenjskem,140211,6090
Brda,Cerknica,93683,5240
Brda,Cerkno,63475,4108
Brda,Cerkvenjak,273325,10312
Brda,Cirkulane,274480,10803
Brda,Destrnik,259368,10616
Brda,Divača,70776,3527
Brda,Dobje,223123,9260
Brda,Dobrepolje,149039,6715
Brda,Dobrna,199998,8123
Brda,Dobrova - Polhov Gradec,116643,5711
Brda,Dobrovnik/Dobronak,310036,11818
Brda,Dol pri Ljubljani,135379,5745
Brda,Dolenjske Toplice,182590,8147
Brda,Domžale,134048,5889
Brda,Dornava,266711,10268
Brda,Dravograd,230695,10618
Brda,Duplek,250319,9794
Brda,Gorenja vas - Poljane,79282,5583
Brda,Gorišnica,270663,10526
Brda,Gorje,174144,7303
Brda,Gornja Radgona,282945,11164
Brda,Gornji Grad,169857,8453
Brda,Gornji Petrovci,319818,12561
Brda,Grad,177518,7704
Brda,Grosuplje,134655,5678
Brda,Hajdina,245704,9615
Brda,Hodoš/Hodos,330003,13145
Brda,Horjul,109064,5064
Brda,Hoče - Slivnica,240808,9247
Brda,Hrastnik,187236,8222
Brda,Hrpelje - Kozina,79362,3733
Brda,Idrija,74225,4801
Brda,Ig,127649,5508
Brda,Ilirska Bistrica,96406,5170
Brda,Ivančna Gorica,147947,6150
Brda,Izola/Isola,88160,4541
Brda,Jesenice,177586,7234
Brda,Jezersko,166572,7681
Brda,Juršinci,262258,10862
Brda,Kamnik,142456,6326
Brda,Kanal,18065,1336
Brda,Kidričevo,243235,9531
Brda,Kobarid,44255,2975
Brda,Kobilje,316678,12291
Brda,Komen,38880,2751
Brda,Komenda,137662,5955
Brda,Koper/Capodistria,84019,4431
Brda,Kostanjevica na Krki,208357,8212
Brda,Kostel,166375,9018
Brda,Kozje,239271,10106
Brda,Kočevje,142611,7710
Brda,Kranj,145080,6255
Brda,Kranjska Gora,149549,7510
Brda,Križevci,291496,11104
Brda,Krško,212325,8372
Brda,Kungota,262141,10224
Brda,Kuzma,317836,13114
Brda,Laško,209949,8809
Brda,Lenart,264450,10105
Brda,Lendava/Lendva,323142,12182
Brda,Litija,158150,7008
Brda,Ljubljana,120328,5590
Brda,Ljubno,206192,8852
Brda,Ljutomer,299847,11607
Brda,Log - Dragomer,110291,5240
Brda,Logatec,94884,4358
Brda,Lovrenc na Pohorju,268368,11341
Brda,Loška dolina,117266,6634
Brda,Loški Potok,116921,6257
Brda,Lukovica,155587,6475
Brda,Luče,174413,9093
Brda,Majšperk,244245,9869
Brda,Makole,240492,9660
Brda,Maribor,247298,9781
Brda,Markovci,265327,10233
Brda,Medvode,128503,5713
Brda,Mengeš,134779,5996
Brda,Metlika,210875,9162
Brda,Mežica,231890,11139
Brda,Miklavž na Dravskem polju,244010,9317
Brda,Miren - Kostanjevica,28022,1939
Brda,Mirna,171287,7022
Brda,Mirna Peč,174323,6931
Brda,Mislinja,208213,9252
Brda,Mokronog - Trebelno,178586,7576
Brda,Moravske Toplice,305385,11839
Brda,Moravče,148395,6249
Brda,Mozirje,192758,8029
Brda,Murska Sobota,298423,11338
Brda,Muta,242128,11299
Brda,Naklo,149047,6183
Brda,Nazarje,184873,8387
Brda,Nova Gorica,17919,1357
Brda,Novo mesto,183653,7461
Brda,Odranci,306629,11780
Brda,Oplotnica,223984,8908
Brda,Ormož,282054,11260
Brda,Osilnica,168596,9641
Brda,Pesnica,254150,9653
Brda,Piran/Pirano,98869,5366
Brda,Pivka,79443,3967
Brda,Podlehnik,263739,9920
Brda,Podvelka,279362,11652
Brda,Podčetrtek,236598,10193
Brda,Poljčane,234141,9295
Brda,Polzela,183388,7399
Brda,Postojna,73065,3632
Brda,Prebold,182908,7413
Brda,Preddvor,148263,6422
Brda,Prevalje,236483,11196
Brda,Ptuj,249801,10092
Brda,Puconci,304877,11845
Brda,Radenci,288110,11104
Brda,Radeče,199346,9071
Brda,Radlje ob Dravi,248134,11633
Brda,Radovljica,163782,6663
Brda,Ravne na Koroškem,232656,10807
Brda,Razkrižje,306079,12045
Brda,Rače - Fram,239493,9510
Brda,Renče - Vogrsko,24265,1866
Brda,Rečica ob Savinji,198228,8370
Brda,Ribnica,125910,6712
Brda,Ribnica na Pohorju,289218,12351
Brda,Rogatec,239673,10300
Brda,Rogaška Slatina,232560,9952
Brda,Rogašovci,310590,12627
Brda,Ruše,255861,10530
Brda,Selnica ob Dravi,262827,11240
Brda,Semič,209178,9009
Brda,Sevnica,199108,8680
Brda,Sežana,61750,3233
Brda,Slovenija,177777,7735
Brda,Slovenj Gradec,220010,9975
Brda,Slovenska Bistrica,225673,8734
Brda,Slovenske Konjice,220443,8812
Brda,Sodražica,116424,6057
Brda,Solčava,183488,9664
Brda,Središče ob Dravi,292086,11784
Brda,Starše,246820,9588
Brda,Straža,189608,7799
Brda,Sveta Ana,272822,10608
Brda,Sveta Trojica v Slov. goricah,269132,10224
Brda,Sveti Andraž v Slov. goricah,279627,10812
Brda,Sveti Jurij ob Ščavnici,282407,10690
Brda,Sveti Jurij v Slov. goricah,265468,10291
Brda,Sveti Tomaž,280864,11227
Brda,Tabor,176202,7178
Brda,Tišina,292172,11385
Brda,Tolmin,37058,2616
Brda,Trbovlje,181188,8007
Brda,Trebnje,164161,6645
Brda,Trnovska vas,271851,10385
Brda,Trzin,130578,5649
Brda,Tržič,160452,6566
Brda,Turnišče,310146,11710
Brda,Velenje,195053,8409
Brda,Velika Polana,313864,11890
Brda,Velike Lašče,150040,6542
Brda,Veržej,293359,11131
Brda,Videm,260366,9852
Brda,Vipava,48837,2789
Brda,Vitanje,213741,8986
Brda,Vodice,132542,5564
Brda,Vojnik,201322,8058
Brda,Vransko,169143,6940
Brda,Vrhnika,100943,4486
Brda,Vuzenica,243104,11324
Brda,Zagorje ob Savi,175537,7639
Brda,Zavrč,276459,10948
Brda,Zreče,215819,8962
Brda,Črenšovci,312849,11812
Brda,Črna na Koroškem,223975,10502
Brda,Črnomelj,205599,9410
Brda,Šalovci,325743,12849
Brda,Šempeter - Vrtojba,16349,1508
Brda,Šentilj,269564,10453
Brda,Šentjernej,198201,7862
Brda,Šentjur,210202,8363
Brda,Šentrupert,175652,7329
Brda,Šenčur,140779,5850
Brda,Škocjan,195878,7616
Brda,Škofja Loka,138412,6434
Brda,Škofljica,127069,5521
Brda,Šmarje pri Jelšah,221161,9160
Brda,Šmarješke Toplice,190395,7498
Brda,Šmartno ob Paki,191515,7958
Brda,Šmartno pri Litiji,160227,7231
Brda,Šoštanj,200880,8468
Brda,Štore,204223,8221
Brda,Žalec,186251,7624
Brda,Železniki,81543,6161
Brda,Žetale,274174,10473
Brda,Žiri,83900,5709
Brda,Žirovnica,171240,6969
Brda,Žužemberk,166004,7065
Brezovica,Ajdovščina,79666,3883
Brezovica,Ankaran/Ancarano,102465,4622
Brezovica,Apače,174761,7447
Brezovica,Beltinci,196268,7762
Brezovica,Benedikt,163829,6666
Brezovica,Bistrica ob Sotli,136304,6014
Brezovica,Bled,68450,3378
Brezovica,Bloke,40241,3467
Brezovica,Bohinj,91103,4855
Brezovica,Borovnica,12139,1103
Brezovica,Bovec,166539,8216
Brezovica,Braslovče,76805,3622
Brezovica,Brda,117642,5932
Brezovica,Brežice,112843,4591
Brezovica,Cankova,193071,8055
Brezovica,Celje,91640,4122
Brezovica,Cerklje na Gorenjskem,40091,2561
Brezovica,Cerknica,37069,3704
Brezovica,Cerkno,81428,5217
Brezovica,Cerkvenjak,166804,6495
Brezovica,Cirkulane,167959,6986
Brezovica,Destrnik,152847,6799
Brezovica,Divača,77635,3546
Brezovica,Dobje,116601,5443
Brezovica,Dobrepolje,40572,2949
Brezovica,Dobrna,93476,4306
Brezovica,Dobrova - Polhov Gradec,25749,2265
Brezovica,Dobrovnik/Dobronak,203514,8001
Brezovica,Dol pri Ljubljani,28858,1928
Brezovica,Dolenjske Toplice,74743,4294
Brezovica,Domžale,32475,2088
Brezovica,Dornava,160189,6451
Brezovica,Dravograd,124174,6801
Brezovica,Duplek,143798,5977
Brezovica,Gorenja vas - Poljane,42320,3546
Brezovica,Gorišnica,164141,6709
Brezovica,Gorje,74024,3774
Brezovica,Gornja Radgona,176423,7348
Brezovica,Gornji Grad,80490,4622
Brezovica,Gornji Petrovci,213297,8744
Brezovica,Grad,70996,3887
Brezovica,Grosuplje,26808,1825
Brezovica,Hajdina,139182,5798
Brezovica,Hodoš/Hodos,223482,9328
Brezovica,Horjul,19229,1775
Brezovica,Hoče - Slivnica,134286,5430
Brezovica,Hrastnik,80715,4405
Brezovica,Hrpelje - Kozina,86221,3751
Brezovica,Idrija,61555,3899
Brezovica,Ig,10920,1091
Brezovica,Ilirska Bistrica,80608,4453
Brezovica,Ivančna Gorica,40099,2297
Brezovica,Izola/Isola,114274,4829
Brezovica,Jesenice,77467,3705
Brezovica,Jezersko,66453,4153
Brezovica,Juršinci,155736,7045
Brezovica,Kamnik,42336,2798
Brezovica,Kanal,127078,6034
Brezovica,Kidričevo,136713,5714
Brezovica,Kobarid,120381,7462
Brezovica,Kobilje,210156,8474
Brezovica,Komen,98571,4901
Brezovica,Komenda,37543,2426
Brezovica,Koper/Capodistria,110133,4719
Brezovica,Kostanjevica na Krki,100510,4359
Brezovica,Kostel,89101,5549
Brezovica,Kozje,131424,6253
Brezovica,Kočevje,65337,4241
Brezovica,Kranj,44960,2726
Brezovica,Kranjska Gora,99795,4791
Brezovica,Križevci,184975,7287
Brezovica,Krško,104478,4519
Brezovica,Kungota,155619,6407
Brezovica,Kuzma,211314,9297
Brezovica,Laško,103428,4992
Brezovica,Lenart,157928,6288
Brezovica,Lendava/Lendva,216620,8365
Brezovica,Litija,51628,3191
Brezovica,Ljubljana,17229,1848
Brezovica,Ljubno,99671,5035
Brezovica,Ljutomer,193325,7791
Brezovica,Log - Dragomer,12367,1324
Brezovica,Logatec,35391,2156
Brezovica,Lovrenc na Pohorju,161847,7525
Brezovica,Loška dolina,61114,5168
Brezovica,Loški Potok,57329,4076
Brezovica,Lukovica,49065,2658
Brezovica,Luče,72475,5428
Brezovica,Majšperk,137723,6052
Brezovica,Makole,133971,5843
Brezovica,Maribor,140777,5965
Brezovica,Markovci,158805,6416
Brezovica,Medvode,28383,2184
Brezovica,Mengeš,34659,2468
Brezovica,Metlika,103028,5308
Brezovica,Mežica,125369,7322
Brezovica,Miklavž na Dravskem polju,137489,5500
Brezovica,Miren - Kostanjevica,121545,5587
Brezovica,Mirna,63439,3169
Brezovica,Mirna Peč,66476,3077
Brezovica,Mislinja,101692,5435
Brezovica,Mokronog - Trebelno,70739,3722
Brezovica,Moravske Toplice,198863,8022
Brezovica,Moravče,41873,2433
Brezovica,Mozirje,86213,4211
Brezovica,Murska Sobota,191901,7522
Brezovica,Muta,135607,7482
Brezovica,Naklo,48927,2654
Brezovica,Nazarje,78352,4570
Brezovica,Nova Gorica,110302,4915
Brezovica,Novo mesto,75806,3608
Brezovica,Odranci,200108,7964
Brezovica,Oplotnica,117462,5092
Brezovica,Ormož,175533,7443
Brezovica,Osilnica,91323,6172
Brezovica,Pesnica,147628,5836
Brezovica,Piran/Pirano,124983,5654
Brezovica,Pivka,63645,3249
Brezovica,Podlehnik,157218,6103
Brezovica,Podvelka,172840,7836
Brezovica,Podčetrtek,130077,6376
Brezovica,Poljčane,127619,5478
Brezovica,Polzela,76867,3583
Brezovica,Postojna,56405,2840
Brezovica,Prebold,76330,3572
Brezovica,Preddvor,48133,2880
Brezovica,Prevalje,129962,7379
Brezovica,Ptuj,143280,6275
Brezovica,Puconci,198355,8028
Brezovica,Radenci,181589,7287
Brezovica,Radeče,91499,5218
Brezovica,Radlje ob Dravi,141612,7816
Brezovica,Radovljica,63662,3134
Brezovica,Ravne na Koroškem,126134,6990
Brezovica,Razkrižje,198489,8090
Brezovica,Rače - Fram,132971,5693
Brezovica,Renče - Vogrsko,105542,4814
Brezovica,Rečica ob Savinji,91707,4553
Brezovica,Ribnica,48738,3263
Brezovica,Ribnica na Pohorju,182697,8534
Brezovica,Rogatec,133152,6483
Brezovica,Rogaška Slatina,126038,6135
Brezovica,Rogašovci,204068,8810
Brezovica,Ruše,149340,6714
Brezovica,Selnica ob Dravi,156306,7423
Brezovica,Semič,101330,5155
Brezovica,Sevnica,91261,4826
Brezovica,Sežana,83677,3663
Brezovica,Slovenija,71255,3919
Brezovica,Slovenj Gradec,113489,6158
Brezovica,Slovenska Bistrica,119152,4917
Brezovica,Slovenske Konjice,113921,4995
Brezovica,Sodražica,44830,3174
Brezovica,Solčava,81549,6000
Brezovica,Središče ob Dravi,185565,7967
Brezovica,Starše,140298,5771
Brezovica,Straža,81761,3946
Brezovica,Sveta Ana,166301,6791
Brezovica,Sveta Trojica v Slov. goricah,162610,6407
Brezovica,Sveti Andraž v Slov. goricah,173105,6995
